publish_date,title,speaker_guess,text_source,henry_index,henry_hawkish_count,henry_dovish_count,henry_total_words,henry_hawkish_hits,henry_dovish_hits
2001-11-29,"Address by Mr T.T. Mboweni, Governor of the South African Reserve Bank, at the Alberton Chamber of Commerce and Industry Christmas Lunch ",T.T. Mboweni,html,0.8169,100,42,6200,"{""achieved"": 2, ""achieve"": 2, ""opportunities"": 2, ""good"": 2, ""rose"": 2, ""above"": 6, ""rise"": 4, ""most"": 8, ""increasing"": 4, ""successful"": 2, ""high"": 6, ""increase"": 10, ""up"": 8, ""higher"": 6, ""increased"": 4, ""increases"": 6, ""positive"": 6, ""expanding"": 4, ""growth"": 4, ""more"": 2, ""strong"": 4, ""opportunity"": 2, ""best"": 2, ""achievements"": 2}","{""under"": 8, ""challenge"": 2, ""uncertainty"": 2, ""decline"": 2, ""declining"": 4, ""fallen"": 2, ""weakness"": 2, ""less"": 2, ""worst"": 2, ""negative"": 8, ""down"": 2, ""weak"": 2, ""low"": 2, ""lower"": 2}"
2002-02-06,"Address by Mr T. T. Mboweni, Governor of the South African Reserve Bank, Gala Banquet of the Independent News & Media International Advisory Board, Cape Town.",T. T. Mboweni,html,1.1648,144,38,4864,"{""pleased"": 2, ""positives"": 2, ""certain"": 4, ""more"": 20, ""increased"": 16, ""rising"": 2, ""progress"": 2, ""improved"": 8, ""strong"": 4, ""greater"": 12, ""stronger"": 2, ""up"": 2, ""increase"": 12, ""increases"": 6, ""rose"": 2, ""improve"": 6, ""growth"": 16, ""higher"": 2, ""achieved"": 2, ""grew"": 2, ""expansion"": 2, ""opportunity"": 2, ""opportunities"": 2, ""better"": 4, ""high"": 2, ""best"": 2, ""above"": 2, ""good"": 4}","{""negatives"": 2, ""declined"": 8, ""decline"": 6, ""challenges"": 2, ""lower"": 2, ""challenge"": 2, ""least"": 2, ""less"": 6, ""under"": 6, ""uncertainty"": 2}"
2003-08-26,Governor’s Address at the eighty-third ordinary general meeting of shareholders,,pdf,0.7305,114,53,3918,"{""achieved"": 4, ""success"": 1, ""growth"": 19, ""up"": 5, ""strength"": 2, ""increase"": 15, ""opportunities"": 1, ""increased"": 6, ""higher"": 2, ""progress"": 2, ""best"": 2, ""high"": 9, ""strong"": 3, ""increases"": 3, ""rise"": 4, ""improved"": 2, ""most"": 6, ""strengthened"": 1, ""more"": 9, ""rising"": 3, ""increasing"": 1, ""strengthening"": 1, ""delivered"": 2, ""positive"": 1, ""better"": 1, ""strengthen"": 1, ""certain"": 1, ""larger"": 1, ""greater"": 2, ""achieving"": 1, ""leading"": 1, ""improvements"": 1, ""accomplish"": 1}","{""declined"": 9, ""under"": 2, ""difficult"": 2, ""down"": 6, ""decline"": 6, ""lower"": 2, ""fall"": 1, ""weak"": 3, ""declines"": 1, ""threat"": 1, ""drop"": 1, ""less"": 2, ""challenges"": 1, ""low"": 4, ""decrease"": 1, ""weakened"": 1, ""weakness"": 1, ""below"": 1, ""fallen"": 1, ""uncertain"": 1, ""smaller"": 2, ""risk"": 2, ""challenge"": 1, ""least"": 1}"
2004-06-18,"Speech By Mr TT Mboweni, Governor Of The South African Reserve Bank, At The BMF Corporate Update Gala Dinner, Gallagher Estate, 18 June 2004",,pdf,1.0667,69,21,3457,"{""growth"": 8, ""high"": 3, ""increased"": 5, ""more"": 8, ""improved"": 5, ""greater"": 4, ""expand"": 1, ""opportunities"": 2, ""rise"": 3, ""increasing"": 2, ""rose"": 1, ""improving"": 1, ""successful"": 1, ""certainty"": 1, ""excellent"": 1, ""positive"": 2, ""increase"": 4, ""achievement"": 1, ""achieved"": 1, ""success"": 1, ""best"": 3, ""encouraged"": 1, ""improvements"": 2, ""better"": 1, ""good"": 2, ""grew"": 1, ""up"": 1, ""most"": 1, ""greatest"": 1, ""progress"": 1}","{""difficult"": 1, ""below"": 2, ""decreased"": 1, ""decline"": 2, ""lower"": 4, ""down"": 2, ""declined"": 1, ""under"": 3, ""low"": 2, ""risk"": 1, ""negative"": 1, ""challenge"": 1}"
2004-07-22,"Address by Mr TT Mboweni, Governor of the South African Reserve Bank, at a dinner of The South African Institute Of Electrical Engineers, Rand Club, Johannesburg",TT Mboweni,html,1.1273,344,96,7352,"{""more"": 34, ""opportunity"": 2, ""growth"": 58, ""up"": 10, ""high"": 12, ""largest"": 2, ""most"": 14, ""increase"": 30, ""increased"": 14, ""rise"": 18, ""strong"": 20, ""increases"": 10, ""increasing"": 6, ""expansion"": 6, ""rose"": 14, ""exceed"": 2, ""good"": 2, ""solid"": 2, ""improvement"": 4, ""opportunities"": 2, ""improve"": 6, ""success"": 6, ""achieved"": 6, ""above"": 2, ""improving"": 2, ""exceeded"": 2, ""higher"": 2, ""positive"": 6, ""rising"": 4, ""risen"": 2, ""improved"": 6, ""leading"": 2, ""stronger"": 6, ""strength"": 12, ""growing"": 2, ""best"": 4, ""record"": 4, ""better"": 2, ""improvements"": 2, ""strengthening"": 4}","{""down"": 6, ""decline"": 14, ""risk"": 6, ""low"": 12, ""decreases"": 2, ""less"": 4, ""disappointing"": 2, ""declined"": 10, ""under"": 4, ""lower"": 4, ""fell"": 2, ""below"": 2, ""threats"": 6, ""negative"": 4, ""threat"": 4, ""fall"": 4, ""weakness"": 2, ""risks"": 2, ""challenging"": 2, ""declines"": 2, ""lowest"": 2}"
2005-06-22,"An Address by Dr X.P. Guma to the BER Conference, 22 June 2005  ​",X.P. Guma,pdf,1.4667,13,2,1709,"{""delivered"": 2, ""better"": 1, ""growth"": 1, ""more"": 3, ""most"": 2, ""successful"": 1, ""achieving"": 1, ""successes"": 1, ""achievement"": 1}","{""less"": 1, ""risk"": 1}"
2005-07-25,"Overview of the Annual Report and Financial Statements ending 31 March 2005 by Mr I Plenderleith, Deputy Governor of the South African Reserve Bank.",Mr,html,0.5714,36,20,2075,"{""success"": 2, ""achieved"": 2, ""increasing"": 2, ""increased"": 10, ""improved"": 4, ""best"": 2, ""improvements"": 2, ""increase"": 4, ""improvement"": 2, ""certain"": 2, ""up"": 2, ""above"": 2}","{""low"": 2, ""decrease"": 2, ""lowest"": 2, ""decreased"": 6, ""lower"": 2, ""risk"": 2, ""threat"": 2, ""declined"": 2}"
2005-11-14,"Keynote Address by Mr TT Mboweni, Governor of the South African Reserve Bank at the LBMA Precious Metals Conference, Johannesburg, 14 November 2005  ​",TT Mboweni,pdf,0.8936,68,26,3047,"{""largest"": 2, ""good"": 3, ""risen"": 3, ""rose"": 2, ""more"": 5, ""increase"": 4, ""most"": 3, ""increasing"": 2, ""expansion"": 1, ""record"": 3, ""growth"": 7, ""high"": 3, ""expanding"": 1, ""strong"": 3, ""larger"": 1, ""exceeding"": 1, ""improved"": 3, ""rising"": 4, ""positive"": 1, ""increases"": 4, ""grow"": 1, ""improvements"": 1, ""progress"": 1, ""increased"": 2, ""higher"": 1, ""up"": 1, ""improve"": 1, ""strengthening"": 2, ""successful"": 1, ""opportunities"": 1}","{""below"": 1, ""declined"": 1, ""fell"": 2, ""declines"": 1, ""decline"": 2, ""difficult"": 2, ""less"": 3, ""uncertainty"": 1, ""weakness"": 1, ""lower"": 3, ""down"": 1, ""low"": 2, ""fall"": 1, ""fallen"": 1, ""risk"": 2, ""challenge"": 1, ""risks"": 1}"
2005-11-21,"Remarks by Mr TT Mboweni, Governor of the South African Reserve Bank, at The Economist’s Fourth Business Roundtable with the Government of South Africa, 21 November 2005, Johannesburg   ",TT Mboweni,html,1.3333,100,20,2173,"{""high"": 12, ""up"": 6, ""increased"": 2, ""more"": 14, ""greater"": 2, ""above"": 2, ""increase"": 2, ""growth"": 32, ""improved"": 4, ""best"": 2, ""strong"": 12, ""most"": 2, ""increases"": 2, ""certain"": 2, ""positive"": 2, ""expansion"": 2}","{""difficult"": 4, ""declined"": 2, ""down"": 2, ""below"": 2, ""deteriorated"": 6, ""worsening"": 2, ""low"": 2}"
2006-08-30,"Remarks by Dr X P Guma, Deputy Governor of the South African Reserve Bank - Bank Note Design Gala evening 30 August 2006",Dr,pdf,1.3333,15,3,1129,"{""exceeds"": 1, ""up"": 3, ""successful"": 1, ""more"": 2, ""improvements"": 1, ""greater"": 1, ""certain"": 1, ""good"": 1, ""excellent"": 1, ""above"": 1, ""strengthen"": 1, ""best"": 1}","{""less"": 1, ""under"": 1, ""difficulty"": 1}"
2006-09-02,"Address by Mr T.T. Mboweni, Governor of the South African Reserve Bank, At the XVI meeting of the Central Bank Governors’ Club1 Irkutsk, Russia, 2 September 2006",T.T. Mboweni,pdf,0.7965,79,34,3223,"{""growth"": 16, ""largest"": 2, ""increased"": 8, ""high"": 6, ""most"": 2, ""higher"": 5, ""up"": 2, ""improved"": 2, ""grew"": 1, ""exceed"": 1, ""improvement"": 1, ""progress"": 1, ""increasing"": 3, ""best"": 2, ""achievement"": 1, ""good"": 1, ""better"": 2, ""improves"": 1, ""achieved"": 1, ""positive"": 1, ""more"": 4, ""grown"": 1, ""record"": 1, ""rise"": 1, ""increases"": 3, ""success"": 3, ""increase"": 3, ""larger"": 1, ""rising"": 1, ""exceeding"": 1, ""achieving"": 1}","{""challenges"": 7, ""below"": 1, ""challenge"": 2, ""smallest"": 1, ""low"": 3, ""decrease"": 1, ""least"": 4, ""less"": 1, ""risk"": 5, ""weakness"": 1, ""weakening"": 1, ""uncertainty"": 1, ""fall"": 1, ""risks"": 4, ""threat"": 1}"
2006-09-14,"Presentation by Mr TT Mboweni, Governor of the South African Reserve Bank, at an Investment Solutions breakfast, Johannesburg, 14 September 2006",TT Mboweni,pdf,0.0,2,2,253,"{""growth"": 1, ""improvement"": 1}","{""challenges"": 2}"
2006-10-03,"Presentation by Mr TT Mboweni, Governor of the South African Reserve Bank, at Braits Annual Investors Visitors Dinner, Melrose Arch - Johannesburg, 3 October 2006",TT Mboweni,pdf,1.1243,132,37,2644,"{""growth"": 16, ""increasing"": 2, ""record"": 4, ""high"": 5, ""strong"": 9, ""increase"": 10, ""increased"": 30, ""grew"": 3, ""expansion"": 1, ""higher"": 12, ""more"": 11, ""highest"": 2, ""expanded"": 3, ""increases"": 4, ""rising"": 4, ""exceeding"": 2, ""rose"": 1, ""solid"": 1, ""stronger"": 1, ""improved"": 2, ""improve"": 1, ""improvement"": 3, ""greater"": 1, ""improving"": 1, ""exceed"": 1, ""exceeded"": 1, ""above"": 1}","{""challenges"": 2, ""risk"": 3, ""decline"": 5, ""smaller"": 1, ""low"": 3, ""lower"": 5, ""declined"": 12, ""shrinking"": 1, ""below"": 2, ""risks"": 1, ""declining"": 1, ""less"": 1}"
2006-10-05,"Address by Mr T.T. Mboweni, Governor of the South African Reserve Bank, at the South African Bond Market Conference organised by the Debt Issuers Association, 5 October 2006 ",T.T. Mboweni,html,1.0204,74,24,2872,"{""opportunity"": 4, ""most"": 2, ""more"": 12, ""growth"": 20, ""increase"": 4, ""grew"": 2, ""risen"": 2, ""high"": 4, ""higher"": 4, ""improvement"": 2, ""positive"": 4, ""increasing"": 2, ""better"": 2, ""growing"": 2, ""up"": 2, ""grown"": 2, ""increased"": 2, ""improved"": 2}","{""risks"": 2, ""risk"": 12, ""threat"": 2, ""least"": 2, ""down"": 2, ""below"": 2, ""less"": 2}"
2006-10-07,"Address by Mr T.T. Mboweni, Governor of the South African Reserve Bank, at the Namibian Stock Exchange, Windhoek, 7 October 2006",T.T. Mboweni,pdf,1.25,52,12,2795,"{""most"": 2, ""more"": 5, ""high"": 2, ""above"": 1, ""successful"": 3, ""progress"": 2, ""increased"": 4, ""opportunity"": 1, ""succeeded"": 1, ""achieved"": 1, ""increase"": 1, ""achievement"": 2, ""expanded"": 1, ""improvements"": 1, ""best"": 2, ""up"": 1, ""strong"": 1, ""growth"": 5, ""increasing"": 2, ""good"": 1, ""exceeded"": 1, ""improving"": 1, ""success"": 2, ""largest"": 2, ""improves"": 1, ""rising"": 2, ""expanding"": 1, ""growing"": 1, ""greater"": 1, ""accomplishment"": 1}","{""challenge"": 2, ""smallest"": 1, ""declined"": 1, ""under"": 1, ""least"": 1, ""less"": 1, ""challenging"": 1, ""risk"": 3, ""weakness"": 1}"
2006-10-13,"Address by Mr TT Mboweni, Governor of the South African Reserve Bank at the Black Management Forum Annual Conference Durban, South Africa, 13 October 2006  ",TT Mboweni,pdf,1.2787,50,11,2948,"{""more"": 10, ""pleased"": 1, ""opportunity"": 2, ""progress"": 5, ""certain"": 1, ""successes"": 1, ""achieve"": 1, ""up"": 3, ""successful"": 1, ""higher"": 1, ""most"": 5, ""good"": 6, ""rewards"": 1, ""succeed"": 1, ""positive"": 2, ""above"": 2, ""greatest"": 1, ""achieving"": 1, ""best"": 1, ""encouraged"": 1, ""improved"": 1, ""success"": 2}","{""challenge"": 1, ""challenges"": 4, ""obstacles"": 1, ""difficult"": 1, ""down"": 1, ""fall"": 1, ""weakening"": 1, ""least"": 1}"
2006-10-13,"Address by Mr T.T. Mboweni,Governor of the South African Reserve Bank,to the Worcester Rotary Club, 13 October 2006",T.T. Mboweni,html,1.4595,192,30,5596,"{""above"": 8, ""best"": 2, ""increased"": 6, ""growth"": 44, ""leading"": 4, ""better"": 6, ""achievement"": 4, ""pleased"": 2, ""increases"": 4, ""rising"": 4, ""higher"": 8, ""rise"": 2, ""more"": 24, ""up"": 6, ""grow"": 4, ""increase"": 8, ""most"": 4, ""strength"": 2, ""highest"": 2, ""record"": 2, ""high"": 6, ""expands"": 2, ""growing"": 4, ""risen"": 2, ""strong"": 6, ""expand"": 2, ""good"": 6, ""grown"": 2, ""expanded"": 2, ""positive"": 2, ""grew"": 4, ""improved"": 2, ""exceed"": 2, ""achieve"": 2, ""excellent"": 2}","{""challenges"": 4, ""risks"": 2, ""risk"": 2, ""threat"": 2, ""lower"": 4, ""difficulty"": 2, ""downturn"": 2, ""low"": 8, ""less"": 2, ""negative"": 2}"
2006-10-23,"Welcoming address by Mr T.T. Mboweni, Governor of the South African Reserve Bank, at the First Macroeconomic Policy Challenges for South Africa Conference held at the South African Reserve Bank Conference Centre, Pretoria 22-24 October 2006",T.T. Mboweni,html,0.5366,78,45,3938,"{""pleased"": 2, ""high"": 6, ""opportunity"": 4, ""more"": 8, ""leading"": 6, ""opportunities"": 2, ""increasing"": 2, ""improve"": 2, ""strong"": 2, ""improvement"": 2, ""higher"": 4, ""better"": 2, ""best"": 2, ""growth"": 8, ""growing"": 4, ""highest"": 2, ""increased"": 2, ""rising"": 2, ""increases"": 2, ""good"": 2, ""increase"": 2, ""success"": 2, ""achieved"": 2, ""enjoy"": 6}","{""challenges"": 23, ""challenge"": 8, ""less"": 2, ""risks"": 8, ""low"": 2, ""threat"": 2}"
2006-10-26,"Remarks by Mr T.T. Mboweni, Governor of the South African Reserve Bank, at the Spire Awards ceremony of the Bond Exchange of South Africa, 26 October 2006",T.T. Mboweni,html,0.9804,76,26,3339,"{""successful"": 4, ""opportunity"": 2, ""achievement"": 2, ""success"": 2, ""most"": 8, ""successes"": 2, ""expanded"": 2, ""rewarded"": 2, ""opportunities"": 4, ""more"": 10, ""better"": 2, ""improves"": 4, ""growth"": 4, ""enjoyed"": 2, ""record"": 2, ""risen"": 2, ""enjoys"": 2, ""higher"": 2, ""increase"": 4, ""succeeded"": 2, ""strength"": 2, ""exceeding"": 2, ""up"": 2, ""improving"": 2, ""encouraging"": 2, ""definite"": 2}","{""lower"": 8, ""risk"": 6, ""risks"": 8, ""less"": 2, ""low"": 2}"
2006-11-02,"Address by Mr T.T. Mboweni, Governor of the South African Reserve Bank, at a business breakfast organised by the Graduate School of Business, University of Kwazulu-Natal, Durban, 2 November 2006",T.T. Mboweni,html,0.9244,174,64,5497,"{""opportunity"": 2, ""increased"": 12, ""most"": 16, ""growth"": 44, ""exceeded"": 4, ""up"": 2, ""more"": 18, ""expansion"": 6, ""highest"": 2, ""improved"": 4, ""growing"": 2, ""largest"": 4, ""increase"": 4, ""higher"": 6, ""high"": 8, ""strong"": 4, ""positive"": 2, ""stronger"": 2, ""achieved"": 2, ""rise"": 4, ""exceed"": 2, ""risen"": 2, ""rising"": 2, ""record"": 4, ""certain"": 2, ""best"": 2, ""increases"": 10, ""certainty"": 2}","{""uncertainty"": 8, ""risks"": 6, ""decreased"": 2, ""less"": 2, ""risk"": 10, ""challenges"": 2, ""negative"": 4, ""least"": 2, ""under"": 4, ""decline"": 4, ""falling"": 4, ""fallen"": 4, ""below"": 2, ""declines"": 2, ""lower"": 2, ""difficult"": 2, ""uncertain"": 4}"
2006-11-07,"Address by Mr T.T. Mboweni, Governor of the South African Reserve Bank, at the seminar on “Deepening Financial Sectors in Africa: Experiences and Policy Options”, co-organised and co-sponsored by the IMF/AFR and DFID. Johannesburg,7 November 2006",T.T. Mboweni,pdf,1.0145,52,17,2950,"{""larger"": 1, ""improve"": 4, ""more"": 10, ""good"": 4, ""most"": 3, ""successful"": 1, ""strong"": 1, ""high"": 3, ""growing"": 1, ""improvements"": 2, ""improving"": 1, ""leading"": 1, ""certain"": 1, ""growth"": 8, ""exceeded"": 1, ""leader"": 1, ""improved"": 2, ""best"": 1, ""opportunity"": 1, ""expanded"": 1, ""enjoyed"": 1, ""record"": 2, ""risen"": 1}","{""smaller"": 4, ""lower"": 1, ""below"": 2, ""risk"": 3, ""difficult"": 1, ""less"": 1, ""least"": 1, ""risks"": 1, ""declined"": 2, ""decline"": 1}"
2006-11-14,"Address by Mr T.T. Mboweni, Governor of the South African Reserve Bank, At the Variety Club, Water Relief Campaign Launch Banquet, Johannesburg, 14 November 2006",T.T. Mboweni,html,1.122,64,18,3229,"{""pleased"": 2, ""improving"": 4, ""grew"": 2, ""up"": 6, ""more"": 6, ""progress"": 4, ""increased"": 2, ""improved"": 4, ""growth"": 10, ""achieve"": 2, ""achievements"": 2, ""high"": 4, ""achievement"": 4, ""best"": 2, ""growing"": 2, ""most"": 2, ""expanded"": 2, ""highest"": 2, ""good"": 2}","{""fell"": 2, ""less"": 6, ""challenges"": 4, ""least"": 2, ""low"": 2, ""challenge"": 2}"
2006-11-15,"Address by Mr T.T. Mboweni, Governor of the South African Reserve Bank, at the 10th Anniversary function of the Payment Association of South Africa, Pretoria, 15 November 2006",T.T. Mboweni,html,0.6977,58,28,4438,"{""most"": 6, ""growing"": 2, ""increased"": 6, ""best"": 6, ""up"": 6, ""good"": 2, ""progress"": 2, ""achieved"": 4, ""certain"": 2, ""achieve"": 2, ""above"": 2, ""achievements"": 8, ""achievement"": 2, ""high"": 4, ""encouraged"": 2, ""more"": 2}","{""risks"": 6, ""risk"": 18, ""challenges"": 4}"
2006-11-28,"Address by Dr X.P. Guma, Deputy Governor, South African Reserve Bank at the Arab-African Investment, Banking and Business Conference; Cape Town, 28 November 2006 ",X.P. Guma,pdf,1.2222,29,7,1661,"{""increased"": 2, ""positive"": 1, ""growth"": 7, ""good"": 1, ""strong"": 2, ""progress"": 1, ""higher"": 1, ""more"": 3, ""stronger"": 2, ""most"": 1, ""greater"": 1, ""improved"": 1, ""strengthened"": 1, ""up"": 1, ""succeeded"": 1, ""successful"": 1, ""enjoy"": 1, ""solid"": 1}","{""under"": 2, ""below"": 1, ""risk"": 1, ""low"": 2, ""least"": 1}"
2006-11-30,"Address by Mr TT Mboweni, Governor of the South African Reserve Bank at the Annual Dinner in honour of the Ambassadors and High Commissioners accredited to the Republic of South Africa. Pretoria 30 November 2006  ​ ",TT Mboweni,pdf,1.0,84,28,2448,"{""high"": 9, ""exceeding"": 1, ""expansion"": 1, ""improved"": 2, ""growth"": 18, ""most"": 3, ""improvement"": 1, ""more"": 6, ""strong"": 4, ""enjoyed"": 1, ""higher"": 6, ""increase"": 1, ""greater"": 2, ""enjoying"": 1, ""positive"": 5, ""opportunities"": 1, ""successful"": 1, ""above"": 1, ""achieve"": 1, ""rising"": 4, ""increased"": 4, ""rise"": 1, ""increasing"": 1, ""record"": 3, ""grew"": 2, ""encouraging"": 1, ""good"": 1, ""achieved"": 1, ""enjoy"": 1}","{""challenges"": 4, ""challenging"": 3, ""risk"": 5, ""under"": 2, ""uncertainty"": 1, ""disappointment"": 2, ""least"": 1, ""failure"": 1, ""deteriorate"": 1, ""deteriorating"": 1, ""decline"": 1, ""declined"": 2, ""lower"": 1, ""fall"": 1, ""low"": 1, ""negative"": 1}"
2007-01-01,"Address by Dr X.P. Guma  at the official launching of the Skills Corporate Centre – Mbabane, Swaziland: February 2007",X.P. Guma,pdf,1.0857,27,8,1704,"{""success"": 1, ""larger"": 1, ""most"": 1, ""achieved"": 1, ""strengthening"": 2, ""exceeding"": 3, ""achieving"": 5, ""high"": 2, ""growth"": 2, ""achievements"": 1, ""more"": 1, ""greater"": 1, ""up"": 3, ""good"": 1, ""progress"": 1, ""achieve"": 1}","{""under"": 3, ""below"": 1, ""least"": 1, ""less"": 2, ""down"": 1}"
2007-01-02,Fasten your Seatbelts! Monetary Policy Challenges in Turbulent Times ,,pdf,0.4806,80,49,2827,"{""opportunity"": 1, ""growth"": 9, ""up"": 3, ""leading"": 2, ""more"": 13, ""higher"": 3, ""increased"": 8, ""rise"": 1, ""certain"": 2, ""increase"": 1, ""rising"": 3, ""increasing"": 1, ""most"": 5, ""largest"": 1, ""record"": 3, ""above"": 3, ""risen"": 1, ""good"": 2, ""positive"": 2, ""exceeded"": 1, ""better"": 5, ""achieved"": 1, ""improved"": 1, ""delivered"": 1, ""greater"": 2, ""strengthen"": 1, ""improvements"": 3, ""strength"": 1}","{""challenges"": 2, ""low"": 2, ""falling"": 1, ""risks"": 5, ""risk"": 12, ""difficult"": 4, ""down"": 1, ""uncertainty"": 1, ""drop"": 1, ""worst"": 1, ""lower"": 2, ""fall"": 1, ""dropped"": 1, ""below"": 4, ""declined"": 3, ""less"": 2, ""downturn"": 1, ""falls"": 1, ""negative"": 1, ""under"": 1, ""weakness"": 1, ""failure"": 1}"
2007-01-04,Risks and Challenges facing the Global Economy ,,pdf,0.8537,117,47,3051,"{""increased"": 15, ""expanding"": 1, ""strong"": 9, ""grew"": 1, ""growth"": 25, ""highest"": 1, ""more"": 10, ""improved"": 3, ""most"": 6, ""positive"": 5, ""increases"": 9, ""exceeding"": 2, ""grown"": 1, ""above"": 1, ""high"": 3, ""rising"": 4, ""higher"": 1, ""increasing"": 2, ""stronger"": 1, ""increase"": 5, ""rise"": 1, ""rose"": 2, ""record"": 1, ""improving"": 1, ""expansion"": 1, ""opportunity"": 1, ""expand"": 1, ""good"": 1, ""improvement"": 1, ""successful"": 1, ""larger"": 1}","{""risks"": 10, ""challenges"": 6, ""less"": 4, ""under"": 4, ""risk"": 5, ""threat"": 1, ""low"": 5, ""decline"": 3, ""below"": 2, ""declined"": 2, ""declining"": 1, ""down"": 1, ""challenge"": 1, ""fall"": 1, ""negative"": 1}"
2007-01-06,What is happening in financial markets? ,,pdf,0.5,80,48,2824,"{""opportunity"": 1, ""growth"": 9, ""up"": 3, ""leading"": 2, ""more"": 13, ""higher"": 3, ""increased"": 8, ""rise"": 1, ""certain"": 2, ""increase"": 1, ""rising"": 3, ""increasing"": 1, ""most"": 5, ""largest"": 1, ""record"": 3, ""above"": 3, ""risen"": 1, ""good"": 2, ""positive"": 2, ""exceeded"": 1, ""better"": 5, ""achieved"": 1, ""improved"": 1, ""delivered"": 1, ""greater"": 2, ""strengthen"": 1, ""improvements"": 3, ""strength"": 1}","{""low"": 2, ""falling"": 1, ""risks"": 5, ""risk"": 12, ""difficult"": 4, ""down"": 1, ""uncertainty"": 1, ""drop"": 1, ""worst"": 1, ""lower"": 2, ""fall"": 1, ""dropped"": 1, ""below"": 4, ""declined"": 3, ""less"": 2, ""downturn"": 1, ""falls"": 1, ""negative"": 1, ""under"": 1, ""weakness"": 1, ""failure"": 1, ""challenges"": 1}"
2007-01-07,The Structure of the South African Economy: Production and Employment Trends ,,pdf,0.6667,4,2,1043,"{""growth"": 2, ""high"": 2}","{""less"": 1, ""disappoints"": 1}"
2007-01-16,"“Developing Bond Markets in Emerging Economies” – Frankfurt am Main, 9-10 May 2007",,pdf,0.7826,32,14,1785,"{""high"": 1, ""growth"": 1, ""achieve"": 1, ""greater"": 1, ""increase"": 3, ""more"": 6, ""increased"": 8, ""grown"": 1, ""improved"": 1, ""expansion"": 1, ""most"": 3, ""achieved"": 1, ""opportunities"": 1, ""strengthen"": 1, ""best"": 1, ""leading"": 1}","{""challenge"": 2, ""smaller"": 1, ""decline"": 2, ""low"": 1, ""least"": 1, ""lower"": 3, ""challenges"": 2, ""under"": 1, ""penalties"": 1}"
2007-01-26,"Cranefield College of Project and Programme Management Graduation Address by X.P. Guma, Chairperson of Council",X.P. Guma,pdf,1.4483,25,4,1055,"{""higher"": 5, ""more"": 4, ""better"": 1, ""growth"": 2, ""high"": 3, ""increasing"": 1, ""beating"": 1, ""up"": 1, ""growing"": 1, ""achievement"": 4, ""improvement"": 1, ""most"": 1}","{""worse"": 1, ""disappointment"": 1, ""difficulty"": 1, ""least"": 1}"
2007-03-20,"Address by Mr T.T. Mboweni, Governor of the South African Reserve Bank, at the Corporatesport Directors’ Dinner, Sandton Sun Hotel 20 March 2007, to be delivered tonight at 19:00  ",T.T. Mboweni,html,1.4361,195,32,6382,"{""delivered"": 1, ""up"": 6, ""increase"": 10, ""increases"": 2, ""certain"": 2, ""better"": 2, ""pleased"": 2, ""leading"": 2, ""more"": 18, ""opportunities"": 6, ""growth"": 54, ""increased"": 10, ""most"": 14, ""high"": 10, ""successful"": 6, ""growing"": 2, ""opportunity"": 2, ""higher"": 4, ""positive"": 18, ""progress"": 2, ""success"": 2, ""strong"": 6, ""solid"": 2, ""improved"": 2, ""improvements"": 2, ""achieving"": 2, ""expanding"": 2, ""good"": 2, ""best"": 2}","{""penalty"": 2, ""least"": 4, ""difficult"": 2, ""failure"": 2, ""fell"": 2, ""negative"": 2, ""risk"": 4, ""under"": 2, ""uncertainty"": 2, ""less"": 4, ""risks"": 4, ""disappoint"": 2}"
2007-05-04,"Address by Mr T.T. Mboweni, Governor of the South African Reserve Bank, At the Mail and Guardian Business Breakfast, Park Hyatt, Rosebank, Johannesburg, 4 May 2007",T.T. Mboweni,pdf,0.8889,117,45,3073,"{""increased"": 15, ""expanding"": 1, ""strong"": 9, ""grew"": 1, ""growth"": 25, ""highest"": 1, ""more"": 10, ""improved"": 3, ""most"": 6, ""positive"": 5, ""increases"": 9, ""exceeding"": 2, ""grown"": 1, ""above"": 1, ""high"": 3, ""rising"": 4, ""higher"": 1, ""increasing"": 2, ""stronger"": 1, ""increase"": 5, ""rise"": 1, ""rose"": 2, ""record"": 1, ""improving"": 1, ""expansion"": 1, ""opportunity"": 1, ""expand"": 1, ""good"": 1, ""improvement"": 1, ""successful"": 1, ""larger"": 1}","{""risks"": 9, ""challenges"": 5, ""less"": 4, ""under"": 4, ""risk"": 5, ""threat"": 1, ""low"": 5, ""decline"": 3, ""below"": 2, ""declined"": 2, ""declining"": 1, ""down"": 1, ""challenge"": 1, ""fall"": 1, ""negative"": 1}"
2007-05-16,"Remarks by Dr X.P. Guma at a High-level workshop on “Developing Bond Markets in Emerging Economies” – Frankfurt am Main, 9-10 May 2007",X.P. Guma,pdf,0.8085,33,14,1801,"{""high"": 2, ""growth"": 1, ""achieve"": 1, ""greater"": 1, ""increase"": 3, ""more"": 6, ""increased"": 8, ""grown"": 1, ""improved"": 1, ""expansion"": 1, ""most"": 3, ""achieved"": 1, ""opportunities"": 1, ""strengthen"": 1, ""best"": 1, ""leading"": 1}","{""challenge"": 2, ""smaller"": 1, ""decline"": 2, ""low"": 1, ""least"": 1, ""lower"": 3, ""challenges"": 2, ""under"": 1, ""penalties"": 1}"
