id,meeting_date,llm_score,llm_label,llm_on_topic,llm_quote
2022-05-19_statement-of-the-monetary-policy-committee-may-2022,2022-05-19,1.5,strongly hawkish,True,The risks to the inflation outlook are assessed to the upside. Global producer price and food price inflation continued to surprise higher in recent months and may do so again... the MPC decided to increase the repurchase rate by 50 basis points to 4.75% per year
2022-07-21_Statement-of-the-Monetary-Policy-Committee-July-2022,2022-07-21,1.6,strongly hawkish,True,The aim of policy is to stabilise inflation expectations more firmly around the mid-point of the target band and to increase confidence of hitting the inflation target in 2024. Guiding inflation back towards the mid-point of the target band can reduce the economic costs of high inflation
2022-09-22_Statement-of-the-Monetary-Policy-Committee-September-2022,2022-09-22,1.7,strongly hawkish,True,the MPC decided to increase the repurchase rate by 75 basis points to 6.25% per year...The aim of policy is to anchor inflation expectations more firmly around the mid-point of the target band and to increase confidence of hitting the inflation target in 2024
2022-11-24_Statement-of-the-Monetary-Policy-Committee-November-2022,2022-11-24,1.7,strongly hawkish,True,the MPC decided to increase the repurchase rate by 75 basis points to 7% per year... The aim of policy is to anchor inflation expectations more firmly around the mid-point of the target band
2023-01-26_Statement-of-the-Monetary-Policy-Committee-January-2023,2023-01-26,0.8,strongly hawkish,True,Risks to the inflation outlook are assessed to the upside...The aim of policy is to anchor inflation expectations more firmly around the mid-point of the target band
2023-03-30_Statement-of-the-Monetary-Policy-Committee-March-2023,2023-03-30,1.2,strongly hawkish,True,The revised repurchase rate is now less accommodative and is more consistent with the current view of risks to inflation. The aim of policy is to anchor inflation expectations more firmly around the mid-point of the target band
2023-05-25_Statement-of-the-Monetary-Policy-Committee-May-2023,2023-05-25,1.3,strongly hawkish,True,"At the current repurchase rate level, policy is restrictive, consistent with elevated inflation and risks. The policy stance aims to anchor inflation expectations more firmly around the mid-point of the target band"
2023-07-20_Statement-of-the-Monetary-Policy-Committee-July-2023,2023-07-20,0.7,leaning hawkish,True,"At the current repurchase rate level, policy is restrictive, consistent with elevated inflation expectations and the inflation outlook. Serious upside risks to the inflation outlook remain."
2023-09-21_Statement-of-the-Monetary-Policy-Committee-September-2023,2023-09-21,0.8,strongly hawkish,True,"At the current repurchase rate level, policy is restrictive, consistent with the inflation outlook and elevated inflation expectations. Serious upside risks to the inflation outlook remain. In light of these risks, the Committee remains vigilant and stands ready to act should risks begin to materialise."
2023-11-23_Statement-of-the-Monetary-Policy-Committee-November-2023,2023-11-23,0.3,leaning hawkish,True,"At the current repurchase rate level, policy is restrictive, consistent with the inflation outlook and elevated inflation expectations. Serious upside risks to the inflation outlook remain."
2024-01-25_Statement-of-the-Monetary-Policy-Committee-January-2024,2024-01-25,0.8,strongly hawkish,True,"At the current repurchase rate level, policy is restrictive, consistent with the inflation outlook and the need to address rising inflation expectations. Serious upside risks to the inflation trajectory from global and domestic sources are evident"
2024-03-27_Statement-of-the-Monetary-Policy-Committee-March-2024,2024-03-27,0.8,strongly hawkish,True,"At this level of rates, the policy stance is considered restrictive, consistent with the inflation outlook and the need to address elevated inflation expectations."
2024-05-30_Statement-of-the-Monetary-Policy-Committee-May-2024,2024-05-30,0.3,leaning hawkish,True,"high inflation expectations require that we deliver on our target sooner rather than later, to re-anchor expectations"
2024-07-18_Statement-of-the-Monetary-Policy-Committee-July-2024,2024-07-18,0.7,leaning hawkish,True,"restrictive policy remains appropriate to stabilise inflation at 4.5%. The committee assessed that an unchanged stance remained appropriate, given the inflation risks."
2024-09-19_Statement-of-the-Monetary-Policy-Committee-September-2024,2024-09-19,-0.7,leaning dovish,True,"the MPC decided to reduce the policy rate by 25 basis points, to 8% per annum... agreeing that a less restrictive stance was consistent with sustainably lower inflation over the medium term"
2024-11-21_Statement-of-the-Monetary-Policy-Committee-September-20241,2024-11-21,-0.8,strongly dovish,True,The Committee agreed that reducing the level of policy restrictiveness is still consistent with achieving the inflation target
2025-01-30_january,2025-01-30,-0.8,strongly dovish,True,"the MPC decided to reduce the policy rate by 25 basis points...the committee ultimately agreed that it was possible to reduce the degree of policy restrictiveness, making the stance somewhat more neutral"
2025-03-20_march,2025-03-20,0.3,leaning hawkish,True,"the global economy is not on a stable footing and there are also domestic uncertainties, which put these favourable trends at risk. This calls for a cautious policy approach"
2025-05-29_may,2025-05-29,-1.2,strongly dovish,True,the MPC decided to reduce the policy rate by 25 basis points... inflation forecasts were revised down... we see scope to lock in low inflation and clear the way for sustainably lower interest rates
2025-07-31_july,2025-07-31,-1.2,strongly dovish,True,"the MPC decided to reduce the policy rate by 25 basis points, to 7%, with effect from the 1st of August"
2025-09-18_september,2025-09-18,0.2,leaning hawkish,True,"the MPC decided to keep the policy rate unchanged, at 7%... The forecast has rates easing gradually as inflation returns to the bottom end of the 3-6% target range"
2025-11-20_november,2025-11-20,-1.0,strongly dovish,True,"Members agreed there was scope now to make the policy stance less restrictive, in the context of an improved inflation outlook."
2026-01-29_january,2026-01-29,0.2,leaning hawkish,True,"the MPC decided to keep the policy rate unchanged, at 6.75%. Two members favoured a cut of 25 basis points, while four preferred a hold. The Quarterly Projection Model continues to forecast gradual rate cuts as inflation subsides. The model interprets the policy stance as moderately restrictive currently, with rates reaching neutral levels during 2027."
2026-03-26_march,2026-03-26,1.2,strongly hawkish,True,"Given current forecasts, we see inflation risks to the upside. Against this backdrop, the committee decided to keep the policy rate unchanged, at 6.75%... The policy stance is treated as moderately restrictive, which helps bring inflation back to target."
2026-05-28_may,2026-05-28,1.2,strongly hawkish,True,"the committee decided to increase the policy rate by 25 basis points...The committee agreed that inflation risks had intensified, and that the challenge of large and overlapping shocks would likely trigger second round effects, requiring a monetary policy response"
2026-07-23_july,2026-07-23,0.6,leaning hawkish,True,"inflation is still too high, while growth is weak. We are setting policy to achieve 3% inflation over time, ensuring the current supply shock does not de-anchor inflation expectations"
