id,publish_date,llm_score,llm_label,llm_on_topic,llm_quote
2008-01-03_37,2008-01-03,-0.5,leaning dovish,False,"inflationary pressures currently pose a greater challenge to the CMA region's economies than the international financial turmoil and equally important therefore, is the assurance that we will continue to protect the purchasing power of the money in your pocket through appropriate monetary policies"
2008-04-04_105,2008-04-04,-0.5,leaning dovish,True,"inflationary pressures currently pose a greater challenge to the CMA region's economies than the international financial turmoil and equally important therefore, is the assurance that we will continue to protect the purchasing power of the money in your pocket through appropriate monetary policies"
2008-05-09_104,2008-05-09,0.1,neutral,False,the message which needs to be communicated is that of monetary policy in the context of inflation targeting
2008-05-09_38,2008-05-09,0.1,neutral,False,the message which needs to be communicated is that of monetary policy in the context of inflation targeting: exchange rate and reserve management issues have lost their centrality
2008-05-22_103,2008-05-22,1.5,strongly hawkish,True,we are now taking strong steps to ensure that CPIX returns to within the target range
2008-05-28_102,2008-05-28,0.3,leaning hawkish,True,"our inflation rate is significantly above our target of 3-6 per cent, and we remain committed to bring inflation back to within this range"
2008-05-30_42,2008-05-30,1.5,strongly hawkish,True,"Constraining inflation is what most Central Banks world over, are mandated to do. Upward adjustment of the policy rate does not indicate a deviation by monetary authorities from these goals."
2008-06-03_101,2008-06-03,1.2,strongly hawkish,True,"the Monetary Policy Committee of the Bank has increased interest rates by a cumulative 450 basis points since June 2006...we remain committed, however, to bringing inflation down to within the target range in the medium term"
2008-06-03_41,2008-06-03,0.3,leaning hawkish,True,"A reduction in global risk appetite would curb net capital inflows into emerging markets, placing downward pressure on emerging market currencies and in turn exacerbate inflationary pressures."
2008-07-08_100,2008-07-08,0.1,neutral,False,"the banking sector in South Africa has capital in excess of the regulatory requirement, operates within a regulatory environment which is fully compliant with the Basel II regulatory framework: and is subject to robust supervision"
2008-07-08_44,2008-07-08,0.1,neutral,False,"the banking sector in South Africa has capital in excess of the regulatory requirement, operates within a regulatory environment which is fully compliant with the Basel II regulatory framework: and is subject to robust supervision by the Registrar"
2008-07-31_45,2008-07-31,1.2,strongly hawkish,True,these kinds of inflationary pressures necessitate tightening of monetary policy. Indeed monetary policy has been tightened by 500 basis points since June 2006
2008-09-04_46,2008-09-04,-0.5,leaning dovish,True,The current growth rate of the economy may be somewhat lower than had come to be expected but is still strongly positive and will remain so.
2008-09-04_99,2008-09-04,-0.5,leaning dovish,True,"any notion that the South African economy is soon to enter a recession must be rejected, firmly. The current growth rate of the economy may be somewhat lower than had come to be expected but is still strongly positive"
2008-10-16_98,2008-10-16,-1.5,strongly dovish,True,"The danger of a major and protracted slowdown in global growth, with inflationary pressures only likely to react with some time lag, is indeed very real. While remaining committed to prudent policies, greater flexibility will be required to soften the impact of exogenous shocks."
2009-03-13_49,2009-03-13,-0.5,leaning dovish,True,"An improved inflation outlook, against a backdrop of slowing domestic and global growth, allowed the monetary policy committee of the SARB to reduce the policy rate by 150 basis points since December 2008"
2009-03-16_50,2009-03-16,0.0,neutral,False,this seminar on Strengthening Financial Stability Arrangements
2009-04-23_52,2009-04-23,-1.2,strongly dovish,True,the MPC decided to reduce the repurchase rate by a further 100 basis points at each of its subsequent meetings in February and March 2009
2009-05-06_53,2009-05-06,-0.5,leaning dovish,False,South African financial and non-financial entities are experiencing pressures as a result of the global financial turmoil and the slowdown in economic activity
2009-05-19_54,2009-05-19,-0.9,strongly dovish,True,"A continuation of this slowdown of inflation, in part a result of the widening output gap, may allow for further monetary easing."
2009-05-19_55,2009-05-19,0.1,neutral,True,the primary goal of monetary policy is the achievement of price stability... to protect the value of the currency in the interest of balanced and sustainable economic growth
2009-05-20_56,2009-05-20,-0.5,leaning dovish,False,the effectiveness of monetary policy initiatives taken by central banks to stimulate the economy
2009-07-29_57,2009-07-29,0.1,neutral,False,"central banks will once again find themselves in a somewhat challenging position, as they now would have to concentrate on appropriate exit strategies such that the growth in their balance sheets do not pose a huge inflationary risk"
2009-09-10_60,2009-09-10,0.0,neutral,False,From 9 November 2009 I will no longer be allowed to comment on monetary policy
2009-10-04_95,2009-10-04,-0.8,strongly dovish,True,"the MPC decided to reduce the repurchase rate by 500 basis points between December 2008 and August 2009, despite the fact that inflation was still above the upper end of the inflation target range"
2009-10-12_96,2009-10-12,0.1,neutral,False,"While there are signs that the global economic recovery is well underway, there are still numerous challenges ahead"
2009-11-03_97,2009-11-03,-0.5,leaning dovish,True,the MPC to reduce the repurchase rate by 500 basis points between December 2008 and August 2009
2010-01-02_75,2010-01-02,0.2,leaning hawkish,True,monetary policy will have to continue to play the ever important role of stabilising output at high but non-inflationary levels
2010-01-28_62,2010-01-28,-0.8,strongly dovish,True,the repurchase rate was reduced by 500 basis points to 7 per cent...The decisive downward adjustment in the central bank's key policy rate reflected the severity of the impact of the global downturn on the domestic economy and the consequent dissipation of inflationary pressures
2010-03-12_71,2010-03-12,-0.3,leaning dovish,True,"The real repurchase rate, or repurchase rate adjusted for the Reuters one-year-ahead targeted inflation forecast, declined considerably during the past year and reached 1,2 per cent in January 2010, indicating a more accommodative monetary policy stance."
2010-04-09_83,2010-04-09,0.0,neutral,True,"Inflation targeting should be understood as a broad framework for policy, which allows the central bank 'constrained discretion', rather than as an ironclad policy rule"
2010-04-22_72,2010-04-22,0.2,leaning hawkish,True,Lower nominal interest rates can only be sustained if inflation is kept in check. Otherwise negative real interest rates will result as inflation accelerates with low nominal interest rates being maintained.
2010-04-22_79,2010-04-22,-0.5,leaning dovish,True,"the scope for further easing is limited, and the repurchase rate is likely to remain stable for some time"
2010-04-28_63,2010-04-28,0.1,neutral,False,"financial stability, nevertheless, remains to some extent, fragile in many economies"
2010-05-26_73,2010-05-26,0.1,neutral,False,Debt levels remain too high for us to be able to proudly confirm that we are now out of the woods. Credit extension is low at present.
2010-06-04_64,2010-06-04,0.2,leaning hawkish,True,it is also crucial to again highlight the importance of inflation management
2010-07-07_65,2010-07-07,0.1,neutral,False,it is also crucial to again highlight the importance of inflation management
2010-08-18_80,2010-08-18,0.2,leaning hawkish,False,"CPI inflation has been inside the target range since February 2010, with the outlook being generally favourable, although developments around wage settlements and administered price increases continue to pose upside risks"
2010-10-07_66,2010-10-07,0.0,neutral,False,"The Financial Stability Review aims to identify and analyse potential risks to financial system stability, communicate such assessments and stimulate debate on pertinent issues."
2010-10-15_77,2010-10-15,1.2,strongly hawkish,True,monetary policy has been tightened from June last year and the Monetary Policy Committee has raised interest rates on six occasions over the past 14 months
2010-10-19_81,2010-10-19,-0.9,strongly dovish,True,"monetary policy is expected to remain relatively accommodative for some time, but contingent on changes in the outlook for inflation and the factors that impact on inflation"
2010-11-05_82,2010-11-05,0.1,neutral,True,monetary policy is likely to remain loose for longer
2010-11-18_68,2010-11-18,0.0,neutral,False,2010 has been a busy and challenging year. Not only have we seen developments in regulation internationally but also many developments on the domestic and regional front
2010-11-30_69,2010-11-30,0.3,leaning hawkish,True,the room for further rate cuts is limited by the fact that we are now seeing more definite signs of a sustained recovery in household consumption expenditure and domestic credit extension
2010-12-08_61,2010-12-08,-0.5,leaning dovish,True,Monetary policy remained accommodating during the past financial year against the backdrop of an improved inflation outlook and the relatively weak domestic economy
2011-02-04_87,2011-02-04,-0.3,leaning dovish,True,"the likelihood of further monetary accommodation is limited, and all things being equal the monetary policy stance is likely to remain relatively stable for some time"
2011-03-22_85,2011-03-22,0.2,leaning hawkish,True,"Developing countries maintained strong growth rates and, mindful of the dangers of overheating and inflation, tightened their monetary policies"
2011-03-23_86,2011-03-23,0.1,neutral,False,"As we will be starting our monetary policy committee meeting later today, I will certainly not comment on the South African situation, but refer you to the statement that we will issue on Thursday afternoon"
2011-03-29_88,2011-03-29,0.0,neutral,False,"The formulation and implementation of monetary policy, and, more recently, the newly formalised function of maintaining financial stability require a wider scope of good-quality economic and macro-prudential data."
2011-04-07_90,2011-04-07,0.5,leaning hawkish,True,"the risks to the inflation outlook are on the upside, with food and administered prices – particularly oil prices – being among the biggest risks... the room to manoeuvre is becoming less"
2011-04-16_91,2011-04-16,0.3,leaning hawkish,True,"inflationary pressures will be monitored, especially insofar as second round inflationary pressures may negatively impact the inflation outlook, so as determine when policy adjustments may be required"
2011-04-20_94,2011-04-20,0.2,leaning hawkish,False,rising inflationary pressures in many emerging market economies...increased prospects of further monetary policy tightening in advanced economies
2011-05-27_189,2011-05-27,0.3,leaning hawkish,True,the MPC will take timeous action to ensure that second round effects do not take hold and that inflation pressures are kept in check
2011-05-27_329,2011-05-27,0.3,leaning hawkish,True,looser policy would be detrimental to our growth prospects and place an unacceptable burden of falling purchasing power on our poor
2011-05-31_211,2011-05-31,0.2,leaning hawkish,True,"central banks should have an explicit financial stability mandate, coupled with what has now become known as macroprudential regulation... in addition to their monetary policy mandate"
2011-06-21_325,2011-06-21,0.3,leaning hawkish,True,"Inflation accelerated, following increases in the prices of food and fuel"
2011-06-21_326,2011-06-21,0.3,leaning hawkish,True,inflationary pressures are starting to set in
2011-06-30_327,2011-06-30,0.2,leaning hawkish,True,The Monetary Policy Committee (MPC) will continue to monitor closely any indications of second-round effects on inflation emanating from these cost pressures. We will continue to give primacy to our objective of price stability
2011-07-01_328,2011-07-01,0.2,leaning hawkish,True,Providing a favourable macroeconomic environment for economic growth means that the Reserve Bank considers these inflation risks and acts in the best interests of sustainable economic growth and job creation by aiming to moderate these inflationary pressures
2011-08-05_330,2011-08-05,0.0,neutral,False,the framework used to produce forecasts must be dynamic and able to change should circumstances require
2011-08-23_331,2011-08-23,-0.5,leaning dovish,True,"Monetary policy has remained relatively accommodative in response to these developments. The policy rate, at 5,5 per cent, is at its lowest levels in 30 years, and the real policy rate is around zero."
2011-09-12_332,2011-09-12,0.0,neutral,False,The purpose of this framework is to provide a high-level updated strategic direction for the payment system up to 2015.
2011-09-13_333,2011-09-13,-0.5,leaning dovish,True,economic activity in the second quarter was disappointing to say the least
2011-10-18_334,2011-10-18,0.3,leaning hawkish,True,"the key challenge will be to strike a delicate balance between a monetary policy stance which is appropriate to support the hesitant economic recovery, while ensuring that incipient inflationary pressures are managed, and that there is no doubt about the Bank's commitment to its mandate"
2011-11-15_335,2011-11-15,0.3,leaning hawkish,True,the MPC assessed the risks to the inflation outlook to be on the upside
2012-03-02_337,2012-03-02,0.1,neutral,False,monetary policy: the financial shocks that South Africa will face in future will continue to be best addressed with a flexible inflation targeting framework that allows the currency to cushion the domestic economy from volatility
2012-03-15_338,2012-03-15,-0.3,leaning dovish,True,"monetary policy remains relatively accommodative, given the challenging growth environment, with real policy interest rates slightly below zero"
2012-03-19_339,2012-03-19,0.3,leaning hawkish,True,"with inflation currently running above the inflation target range, a number of points should be underlined"
2012-04-25_340,2012-04-25,0.2,leaning hawkish,False,"monetary policy alone; that is lowering the policy rate to reduce carry trade, could not have prevented the appreciation of the nominal and real exchange rates. To prevent the real appreciation of the currency would have required macroeconomic policy tightening to rein in domestic expenditure and moderate inflation"
2012-05-07_341,2012-05-07,0.2,leaning hawkish,True,"the expected inflation trajectory suggests that there is limited, if any, room for further monetary accommodation at this stage"
2012-05-10_342,2012-05-10,0.1,neutral,True,"the Reserve Bank expects that CPI inflation will gradually decline from the second quarter of this year onwards, with a projected average of 5,2 per cent by the end of the forecast period at the end of 2013"
2012-05-30_344,2012-05-30,0.2,leaning hawkish,True,monetary policy has been more accommodative than it would have been in the absence of below-potential growth rates and a persistently negative output gap
2012-05-31_345,2012-05-31,0.1,neutral,True,the impact of which remains uncertain
2012-06-07_347,2012-06-07,0.1,neutral,True,"Given the persistent negative output gap since the crisis, the Bank has adopted an accommodative monetary policy stance. Inflation has been outside the target range...Fortunately, inflation appears to be on a downward trend and interest rates are at their lowest nominal rates in more than 30 years."
2012-06-11_348,2012-06-11,0.0,neutral,False,the payment system is also a necessary vehicle for the implementation of monetary policy
2012-06-21_349,2012-06-21,0.1,neutral,True,"the MPC noted that countervailing pressures could come from weaker demand and lower commodity prices, particularly those of oil. On balance, the risks to the inflation outlook appear to be somewhat on the upside"
2012-07-23_350,2012-07-23,-1.2,strongly dovish,True,"Projections for the future path of inflation have also been revised downwards, and played a prominent role in the decision of the Monetary Policy Committee last week to reduce the repurchase rate from 5,5 per cent to 5,0 per cent per annum"
2012-07-25_351,2012-07-25,-0.8,strongly dovish,True,"It was against this backdrop of soft growth and moderating inflation, that the Bank further reduced the repo rate to 5.0 per cent at the most recent Monetary Policy Committee meeting last week."
2012-07-27_352,2012-07-27,-0.8,strongly dovish,True,"further accommodation would be appropriate and would not undermine the Bank's primary objective of price stability. Accordingly the repurchase rate was reduced to 5,0 per cent per annum"
2012-07-28_353,2012-07-28,-0.5,leaning dovish,False,"should the global environment deteriorate significantly, the MPC would be prepared to respond by reducing the policy rate"
2012-07-31_354,2012-07-31,-0.8,strongly dovish,True,The recent monetary policy easing should be seen in the context of alleviating some of the strains in the economy
2012-08-21_355,2012-08-21,0.1,neutral,False,"Monetary policy can help with the former, but it cannot increase the potential output of the economy."
2012-09-05_356,2012-09-05,0.0,neutral,False,Today is a momentous occasion. The South African Reserve Bank is launching a communication campaign to showcase the country's new banknote series and to inform the public about the unique features of South Africa's new banknotes.
2012-09-06_357,2012-09-06,0.0,neutral,False,the importance of financial market infrastructures...They play a critical role in the global financial system
2012-10-02_358,2012-10-02,0.0,neutral,False,the importance of inter-regulatory harmonisation in the Financial Markets including cooperation at the industry level
2012-10-02_359,2012-10-02,0.1,neutral,True,"The global economy remains a source of extreme uncertainty, while the domestic economy is beset by its own challenges...this decision to keep rates at the current level was not an easy one"
2012-10-10_360,2012-10-10,0.0,neutral,False,It is important that banks around the world try to regain the trust of ordinary people.
2012-10-12_361,2012-10-12,0.0,neutral,False,the Bank recently concluded an extensive corporate reputation study
2012-10-12_362,2012-10-12,0.3,leaning hawkish,True,The commitment is to pursue a continuous target of 3 to 6 per cent for headline CPI inflation. The Bank conducts monetary policy within a flexible inflation-targeting framework that allows for inflation to be temporarily outside the target range as a result of mainly supply shocks.
2012-10-14_363,2012-10-14,-0.5,leaning dovish,True,"the Monetary Policy Committee of the Reserve Bank decided on 19 July 2012 to reduce its repurchase rate by 50 basis points, to 5.0 per cent"
2012-10-19_364,2012-10-19,0.0,neutral,False,"The role of business in addressing the threefold challenges that unemployment, poverty and inequality pose to our society"
2012-10-24_365,2012-10-24,0.1,neutral,False,"The South African financial system has proved to be relatively resilient in the wake of a volatile and uncertain global environment and some domestic socio-economic concerns; Although the recent conjuncture is uncertain and several challenges remain, the financial system is generally sound."
2012-10-31_366,2012-10-31,0.0,neutral,False,South Africa's membership of the G-20 provides enormous opportunities
2012-11-28_367,2012-11-28,0.2,leaning hawkish,True,"such developments, together with the lagged effect of higher food prices and higher wage settlements as seen in certain sectors of the economy, do not bode well for inflation going forward"
2012-11-30_368,2012-11-30,0.0,neutral,False,"In considering the economic conditions in South Africa, one is compelled to take cognisance of global economic developments due to the impact they have on local economic developments"
2013-03-07_369,2013-03-07,0.0,neutral,False,Sound governance and oversight around the management and investment of foreign assets has become a critical discussion point in central banks and governments globally
2013-03-08_370,2013-03-08,-0.8,strongly dovish,True,our room for further accommodation is constrained by the need to keep inflation within the target over a reasonable time horizon
2013-04-09_371,2013-04-09,0.0,neutral,False,the key challenge for research in the context of regular monetary policy meetings is to ensure there is consistency in the analysis and interpretation of the highly fragmented and complex information set
2013-04-09_372,2013-04-09,0.0,neutral,False,The profession can make a tangible contribution towards ensuring that our businesses and public sectors are appropriately capacitated to deal with their many challenges
2013-04-19_373,2013-04-19,0.1,neutral,False,"The Consumer Price Index increased by 5,9 percent in March this year...the exchange rate remains an upside risk to the inflation outlook"
2013-05-30_374,2013-05-30,0.1,neutral,False,I would like to spend just a few minutes taking stock of the economic and financial market landscape
2013-06-06_375,2013-06-06,0.3,leaning hawkish,True,"the increasingly risky outlook for inflation, and its possible impact on inflation expectations, does constrain further accommodation"
2013-06-26_376,2013-06-26,0.1,neutral,True,"Currently our forecasts (and those of nearly all private sector analysts) suggest that inflation is likely to remain at the top of the band or slightly above...the upside risks to the inflation outlook make further accommodation more difficult, but do not automatically imply a tightening of the monetary policy stance"
2013-07-23_377,2013-07-23,0.2,leaning hawkish,False,The domestic economic growth outlook has weakened further following the disappointing first quarter annualised growth rate of 0.9%
2013-07-26_378,2013-07-26,-0.8,strongly dovish,True,The South African economic growth prospects have also weakened in the face of global and domestic constraints
2013-07-31_379,2013-07-31,0.0,neutral,False,"From our perspective at the Reserve Bank, we will continue to contribute towards an environment conducive to creating jobs and encouraging long term investment. This implies a continued focus on price stability and the prevention of financial sector crises."
2013-08-05_380,2013-08-05,0.2,leaning hawkish,True,"If, however, inflation remains sticky and evidence emerge of second round effects, the Bank would take appropriate measures in keeping with our mandate. At present, we are however confident that inflation expectations remain anchored, albeit at the upper end of the inflation target range, thus allowing for a continuation of accommodative monetary policy at this time."
2013-08-07_381,2013-08-07,0.0,neutral,False,The importance of well-developed and functioning capital markets for growth and development
2013-08-12_382,2013-08-12,0.2,leaning hawkish,True,"the Bank stands ready, as always, to act in whichever manner is deemed prudent, in line with its mandate, to ensure that inflation does not breach the upper end of the inflation band on a sustained basis"
2013-08-15_383,2013-08-15,0.3,leaning hawkish,True,"given the upside risk to the inflation outlook, the scope for further monetary accommodation is reduced"
2013-09-13_384,2013-09-13,0.0,neutral,False,workshops like the one we are now concluding are important precisely because they help us with regard to both the issues I have just mentioned
2013-09-27_385,2013-09-27,0.0,neutral,False,"the crisis is still with us, and South Africa faces a challenging future"
2013-10-01_386,2013-10-01,0.1,neutral,False,"In the implementation of monetary policy, the South African Reserve Bank faces a difficult set of challenges, given slowing growth and rising inflationary pressures. The Bank will continue to take the necessary steps to anchor inflation expectations and achieve price stability within our mandate of flexible inflation targeting."
2013-10-10_388,2013-10-10,0.2,leaning hawkish,True,we stand ready to take appropriate policy measures within our flexible inflation targeting framework to ensure that we react appropriately to the changing environment
2013-10-11_389,2013-10-11,0.3,leaning hawkish,True,we remain committed to our mandate of securing low and stable inflation in the interest of balanced and sustainable growth
2013-10-29_390,2013-10-29,0.0,neutral,False,Public education of the highest standard for all children is critical for democracy to flourish
2013-11-01_391,2013-11-01,0.2,leaning hawkish,True,the upward drift in core inflation in the absence of any obvious demand pressures would suggest that there may be emerging underlying pressures owing to lagged effects of the exchange rate depreciation as well as higher unit labour costs
2013-11-05_392,2013-11-05,0.0,neutral,False,the unique financial environment that we find ourselves in has created many new challenges for us as reserve managers
2013-11-11_394,2013-11-11,0.2,leaning hawkish,True,"the proper response to a weakening currency isn't to defend its value, as the priority, but rather to target the pass-through from the exchange rate to inflation"
2013-11-27_398,2013-11-27,0.3,leaning hawkish,True,"the proper response to a weakening currency isn't to defend its value, as the priority, but rather to target the pass-through from the exchange rate to inflation"
2013-12-04_400,2013-12-04,0.1,neutral,True,"In order to maintain the integrity of the inflation targeting framework, however, it would not hesitate to take appropriate action, should the medium-term inflation outlook deteriorate significantly"
2014-02-21_401,2014-02-21,0.0,neutral,False,financial inclusion is not an explicit mandate or policy objective of the South African Reserve Bank
2014-03-11_403,2014-03-11,0.3,leaning hawkish,True,the recent marked deterioration of our inflation forecast led the Monetary Policy Committee to raise interest rates for the first time in six years
2014-03-13_405,2014-03-13,0.0,neutral,False,"the task of global regulatory reform is complicated by the fact of blurring lines between banking, insurance and capital markets"
2014-03-13_406,2014-03-13,0.2,leaning hawkish,True,"Given the importance of the exchange rate in the inflation process, our inflation forecasts deteriorated progressively, and the risks to these forecasts were seen to be on the upside... we increasingly signaled our concerns in the monetary policy statements, first by indicating explicitly that there was no room for further monetary accommodation; and then, in November, by stating that, should there be further significant deterioration in the inflation outlook, we would have to take appropriate action."
2014-04-08_407,2014-04-08,0.3,leaning hawkish,True,"the MPC decided that it would be appropriate to embark on a moderate tightening cycle, starting with a 50 basis point increase of the repurchase rate in January"
2014-04-12_408,2014-04-12,0.0,neutral,False,Shaping cross-border banking integration in Africa
2014-06-06_409,2014-06-06,0.1,neutral,False,central banks have an important role to ensure that the possible formation of asset price bubbles that may threaten financial stability are kept in check
2014-06-06_410,2014-06-06,0.8,strongly hawkish,True,"the Reserve Bank has commenced a monetary policy tightening cycle, starting with a 50-basis point increase in January"
2014-06-10_411,2014-06-10,0.8,strongly hawkish,True,"the MPC embarked on a tightening interest rate cycle in January, but stressed that the cycle would be moderate given the weak growth outlook"
2014-06-24_412,2014-06-24,0.7,leaning hawkish,True,"inflation is uncomfortably high, and that risks continue to be tilted to the upside, and that interest rates will have to normalise in due course"
2014-07-25_413,2014-07-25,0.3,leaning hawkish,True,"the Bank's Monetary Policy Committee (MPC) decided at its meeting in January 2014 to embark on a moderate tightening cycle and raised the repurchase (repo) rate by 50 basis points to 5,5 per cent per annum"
2014-07-25_416,2014-07-25,0.0,neutral,False,"These are difficult times for the custodians of monetary policy in South Africa, and indeed the rest of the world"
2014-08-10_414,2014-08-10,0.1,neutral,False,South Africa's banking sector remains healthy and robust. There have been no indications that other South African banks have been affected negatively by ABIL's trading update or African Bank's current situation.
2014-08-13_415,2014-08-13,0.7,leaning hawkish,True,"The MPC has indicated that we are in a tightening phase of the interest rate cycle... monetary policy is on a 'gradual normalisation path', which will be highly data-dependent"
2014-08-28_417,2014-08-28,0.1,neutral,False,"Growth is uneven and downside risks remain. Growth in developed countries has gained momentum, but the expansion in emerging markets has slowed."
2014-09-30_418,2014-09-30,1.1,strongly hawkish,True,A normalisation cycle will support the moderation in inflation that we seek to achieve and to assist in correcting macroeconomic imbalances... Our monetary policy stance will need to evolve in line with domestic priorities and take into account pressures exerted by international policy normalisation.
2014-10-02_419,2014-10-02,0.3,leaning hawkish,True,"The Bank raised interest rates by 50 basis points in January this year and by 25 basis points in July. Notwithstanding these increases, the policy interest rate remains close to zero in real terms. Monetary policy remains accommodative, cognisant of the weak real economy."
2014-10-08_420,2014-10-08,0.8,strongly hawkish,True,the Monetary Policy Committee remains of the view that interest rates will have to normalise over time
2014-10-28_421,2014-10-28,0.0,neutral,False,Ethics in finance and financial markets has perhaps never been as relevant as it is today
2014-10-29_422,2014-10-29,0.1,neutral,False,"The South African financial system continues to be resilient in the wake of a volatile and uncertain global environment and a degree of domestic economic concerns. Although the current conjuncture is uncertain and several challenges remain, the financial system remains sound."
2014-10-30_423,2014-10-30,0.3,leaning hawkish,True,inflation has not always been within the target range...inflation expectations...at the upper end of the target range
2014-11-04_424,2014-11-04,0.0,neutral,False,allow me to share with you some brief remarks on the subject of reserves management
2014-11-17_425,2014-11-17,0.0,neutral,False,"The objective is, through the diverse nature of attendees at this Conference, to improve the understanding of the issues for those involved in providing and managing banknotes"
2014-11-28_426,2014-11-28,0.3,leaning hawkish,True,"a gradual, data-dependent, policy normalisation process at the beginning of this year, which will continue"
2015-02-17_428,2015-02-17,-0.5,leaning dovish,True,monetary policy is still accommodative and supportive of South Africa's economic objectives
2015-02-27_429,2015-02-27,0.1,neutral,False,"both nominal and real policy rates are still near decades' lows, even after the cumulative 75 basis-point increase in the repo rate in 2014"
2015-03-03_431,2015-03-03,0.3,leaning hawkish,True,"Such factors of uncertainty require a high degree of vigilance from monetary authorities, even as inflation falls lower than we expected a few quarters ago. The more benign projected inflation path, in an environment where growth in credit and property prices does not signal any build-up in financial imbalances, gives the Bank some room to pause in its interest rate normalisation process. Yet, risks related to currency moves, capital flows and overall financial market volatility will have to be closely monitored in coming quarters."
2015-03-04_432,2015-03-04,0.3,leaning hawkish,True,"the bar for further accommodation remains high and, as indicated, would require a sustained decline in the inflation rate and sticky inflation expectations"
2015-03-17_433,2015-03-17,0.0,neutral,False,The CLS is one of those mission-critical systems that can be compared to the plumbing system of a building
2015-04-19_434,2015-04-19,0.7,leaning hawkish,True,The MPC is of the view that inflation risks are skewed to the upside...the recent deterioration in the inflation outlook will require the MPC to carefully assess when it will be appropriate to adjust the policy rate further.
2015-04-22_435,2015-04-22,0.0,neutral,False,Enterprise risk management is a key assurance activity that allows central banks to pursue their mandates effectively and efficiently
2015-04-30_439,2015-04-30,0.1,neutral,False,"South Africa has performed well in managing to largely contain inflation, within the inflation target range"
2015-05-07_441,2015-05-07,0.0,neutral,False,the development of these initiatives will lay a solid foundation for facilitating trade and investment in Africa
2015-05-27_442,2015-05-27,0.7,leaning hawkish,True,We are however in a hiking cycle and the deteriorating inflation outlook may necessitate policy action as the window for an unchanged stance has narrowed.
2015-05-28_443,2015-05-28,0.0,neutral,False,"my remarks today will not focus on policy, at least not directly. I would rather like to use this opportunity to talk about the globalised nature of central banking"
2015-06-12_444,2015-06-12,0.3,leaning hawkish,True,"the balance of risks to our inflation outlook continues to be tilted to the upside, and that recently inflation risks have increased, which suggest that an unchanged monetary policy stance cannot be maintained indefinitely"
2015-06-18_445,2015-06-18,0.3,leaning hawkish,True,"the upside risks to the forecast were assessed to have deteriorated quite markedly. And should these risks transpire, we could see a more significant change in the forecast by the next meeting. Further depreciation of the exchange rate, an expected increase in electricity tariffs, and higher-than-expected wage settlements, have the potential to worsen the inflation outlook."
2015-07-31_446,2015-07-31,0.3,leaning hawkish,True,"the MPC decided to continue on its path of gradual policy rate normalisation, amid continued upside risks to the inflation outlook. Consequently, the repurchase rate was increased by 25 basis points"
2015-08-11_447,2015-08-11,0.7,leaning hawkish,True,"inflation is uncomfortably close to the upper end of the target range, and inflation expectations are at elevated levels"
2015-08-18_448,2015-08-18,0.1,neutral,False,"the Bank assists in maintaining and improving competitiveness, protecting the purchasing power of the currency and, thus the living standards of all South Africans"
2015-09-15_449,2015-09-15,0.0,neutral,False,The main objective of this Special Resolution Bill will be to maintain financial stability in the event of an institutional failure.
2015-09-29_450,2015-09-29,0.0,neutral,False,"Regulators should not inhibit innovation. However, as custodians of financial stability, central banks in particular are tasked with the safety and efficiency of financial systems, and should act appropriately to address any risks that may emerge."
2015-10-06_451,2015-10-06,0.5,leaning hawkish,True,We expect our gradual tightening cycle to accomplish our primary mandate: controlling inflation as defined by our inflation target while showing due concern for growth.
2015-10-09_452,2015-10-09,0.3,leaning hawkish,True,"The South African Reserve Bank continues to be in a tightening cycle and has raised the repurchase rate by a cumulative one percentage point since early 2014 to its current level of 6 per cent. Despite this tightening, monetary policy remains broadly accommodating"
2015-10-20_453,2015-10-20,0.3,leaning hawkish,True,"The MPC has to achieve a fine balance between realising its core objective, and not unduly undermining growth in the short-term... the SARB Monetary Policy Committee (MPC) remains on a gradual normalisation path"
2015-10-20_454,2015-10-20,-0.3,leaning dovish,False,South Africa's growth outlook is extremely fragile...growth is expected to be constrained by weak private-sector investment and subdued growth in household consumption expenditure amid low levels of both business and consumer confidence
2015-10-23_456,2015-10-23,1.2,strongly hawkish,True,"we entered a tightening cycle in January 2014, which has so far brought the repo rate 100 basis points higher, to 6 per cent...we have to contend with significant risks of a sustained breach of the inflation target range"
2015-10-29_457,2015-10-29,0.1,neutral,True,"central banks cannot afford to be complacent, as the risks related to global monetary policy and macroeconomic developments remain high"
2015-11-06_458,2015-11-06,0.3,leaning hawkish,True,the Bank remains vigilant and stands ready to act against any build-up of inflation pressures which may result in a persistent deviation from the inflation target range
2015-11-06_459,2015-11-06,0.1,neutral,True,"Aware of the risk that already-high inflation expectations are moving higher and of the overall loose stance of monetary policy, the Bank has raised interest rates by a cumulative 100 basis points since January 2014."
2015-11-27_460,2015-11-27,0.3,leaning hawkish,True,"the SARB's MPC had to consider the optimal strategy on how to deal with an inflation path that looks set to remain mostly within target, but with clear and elevated risks of amongst others a more durable overshoot"
2015-12-01_461,2015-12-01,0.1,neutral,False,"the ever-changing landscape in the financial markets poses significant and exciting challenges for reserves managers, but change can also bring new opportunities"
2016-01-12_462,2016-01-12,1.2,strongly hawkish,True,"the SARB decided to raise rates in July and November 2015 in order to prevent potential second-round inflationary effects from occurring and to anchor long-term inflation expectations, which remain uncomfortably close to or above the upper band of the inflation target"
