meeting_date,title,policy_rate_final,rate_action_final,in_scope_inflation_targeting,henry_index,henry_hawkish_count,henry_dovish_count,henry_total_words,henry_hawkish_hits,henry_dovish_hits
2005-04-14,2005-04-14: Statement of the Monetary Policy Committee,7.0,cut,True,0.5517,148,84,4058,"{""record"": 2, ""increases"": 14, ""higher"": 20, ""growth"": 32, ""strong"": 4, ""increase"": 16, ""most"": 4, ""progress"": 4, ""above"": 6, ""increased"": 4, ""rise"": 4, ""increasing"": 2, ""achieved"": 2, ""improved"": 4, ""risen"": 2, ""positive"": 4, ""rose"": 4, ""up"": 4, ""more"": 4, ""expansion"": 2, ""rising"": 2, ""growing"": 2, ""strengthened"": 2, ""stronger"": 4}","{""uncertainty"": 6, ""uncertain"": 10, ""declining"": 4, ""declined"": 12, ""lowest"": 4, ""decreases"": 2, ""decline"": 6, ""below"": 6, ""low"": 14, ""down"": 4, ""lower"": 4, ""risks"": 6, ""risk"": 2, ""weakened"": 2, ""weakness"": 2}"
2005-06-09,2005-06-09: Statement of the Monetary Policy Committee,7.0,hold,True,0.9677,138,48,3682,"{""high"": 6, ""more"": 2, ""strengthening"": 2, ""growth"": 24, ""increase"": 24, ""rose"": 8, ""increases"": 8, ""most"": 4, ""increased"": 12, ""above"": 8, ""higher"": 14, ""up"": 4, ""risen"": 2, ""expand"": 2, ""record"": 2, ""stronger"": 2, ""strong"": 4, ""leading"": 2, ""grew"": 2, ""increasing"": 2, ""improvement"": 2, ""rising"": 2}","{""less"": 4, ""low"": 8, ""decline"": 10, ""declining"": 2, ""uncertain"": 2, ""declined"": 6, ""lower"": 8, ""uncertainty"": 2, ""below"": 2, ""lowest"": 2, ""risks"": 2}"
2005-08-11,2005-08-11: Statement of the Monetary Policy Committee,7.0,hold,True,0.9231,152,56,3860,"{""growth"": 12, ""risen"": 2, ""strong"": 8, ""increases"": 10, ""greatest"": 2, ""improved"": 4, ""successful"": 2, ""more"": 2, ""growing"": 6, ""positive"": 6, ""higher"": 8, ""greater"": 4, ""larger"": 2, ""increase"": 20, ""rose"": 2, ""rise"": 4, ""above"": 6, ""strengthening"": 6, ""increased"": 18, ""exceeded"": 6, ""increasing"": 2, ""most"": 2, ""record"": 4, ""grow"": 2, ""leading"": 2, ""highest"": 2, ""high"": 4, ""grew"": 4}","{""low"": 4, ""risk"": 2, ""below"": 8, ""down"": 6, ""lower"": 6, ""decline"": 10, ""declining"": 2, ""declined"": 6, ""falling"": 2, ""weakened"": 2, ""uncertain"": 2, ""threats"": 2, ""less"": 2, ""risks"": 2}"
2005-10-13,2005-10-13: Statement of the Monetary Policy Committee,7.0,hold,True,1.125,150,42,3482,"{""increasing"": 4, ""risen"": 2, ""increases"": 18, ""more"": 8, ""high"": 4, ""strong"": 10, ""increased"": 28, ""increase"": 10, ""most"": 6, ""rose"": 4, ""higher"": 8, ""record"": 6, ""up"": 6, ""grow"": 2, ""growth"": 14, ""leading"": 4, ""positive"": 6, ""grew"": 4, ""rise"": 2, ""above"": 2, ""achieved"": 2}","{""risk"": 6, ""low"": 10, ""fall"": 2, ""below"": 6, ""deteriorated"": 4, ""declined"": 2, ""decline"": 2, ""risks"": 2, ""fallen"": 4, ""lower"": 2, ""negative"": 2}"
2005-12-08,2005-12-08: Statement of the Monetary Policy Committee,7.0,hold,True,0.75,132,60,3512,"{""growth"": 24, ""growing"": 6, ""most"": 6, ""higher"": 6, ""achieved"": 2, ""better"": 2, ""increases"": 18, ""more"": 6, ""increase"": 6, ""rose"": 2, ""improved"": 6, ""up"": 4, ""increased"": 8, ""improvement"": 2, ""high"": 6, ""strength"": 2, ""exceeded"": 2, ""grew"": 2, ""leading"": 2, ""rising"": 4, ""strong"": 6, ""record"": 2, ""rise"": 2, ""increasing"": 2, ""above"": 4}","{""under"": 2, ""deteriorated"": 2, ""risks"": 4, ""declined"": 12, ""decline"": 8, ""declines"": 4, ""low"": 2, ""lower"": 8, ""below"": 6, ""fallen"": 2, ""decreased"": 4, ""down"": 2, ""decrease"": 2, ""deteriorate"": 2}"
2006-02-02,2006-02-02: Statement of the Monetary Policy Committee,7.0,hold,True,1.0,150,50,3390,"{""growth"": 32, ""most"": 2, ""positive"": 8, ""strength"": 2, ""strong"": 14, ""increased"": 18, ""more"": 12, ""rose"": 6, ""increase"": 10, ""rising"": 4, ""record"": 2, ""high"": 8, ""grow"": 2, ""exceeded"": 2, ""grew"": 4, ""improved"": 2, ""growing"": 2, ""risen"": 2, ""higher"": 8, ""improvement"": 2, ""increases"": 6, ""strengthening"": 2}","{""risks"": 6, ""uncertain"": 2, ""risk"": 4, ""declined"": 14, ""decreased"": 2, ""decline"": 6, ""falling"": 2, ""less"": 2, ""low"": 8, ""threats"": 2, ""decrease"": 2}"
2006-04-13,2006-04-13: Statement of the Monetary Policy Committee,7.0,hold,True,0.76,138,62,3646,"{""strong"": 10, ""rising"": 4, ""grow"": 4, ""high"": 12, ""higher"": 10, ""growing"": 2, ""growth"": 26, ""increased"": 24, ""increases"": 4, ""up"": 2, ""rose"": 2, ""increase"": 10, ""most"": 2, ""positive"": 4, ""more"": 6, ""highest"": 2, ""record"": 2, ""grew"": 2, ""risen"": 6, ""increasing"": 2, ""improved"": 2}","{""threat"": 2, ""under"": 6, ""low"": 6, ""decline"": 12, ""lower"": 4, ""declines"": 2, ""risks"": 6, ""below"": 10, ""declined"": 4, ""fell"": 4, ""risk"": 4, ""threats"": 2}"
2006-06-08,2006-06-08: Statement of the Monetary Policy Committee,7.5,hold,True,0.6275,134,70,3748,"{""increased"": 26, ""record"": 4, ""growth"": 22, ""rise"": 2, ""more"": 10, ""improved"": 8, ""increase"": 14, ""increases"": 6, ""higher"": 10, ""most"": 6, ""good"": 2, ""grew"": 2, ""high"": 10, ""grow"": 2, ""strong"": 4, ""risen"": 2, ""positive"": 2, ""above"": 2}","{""risks"": 8, ""negative"": 2, ""declined"": 4, ""lower"": 4, ""decline"": 8, ""low"": 2, ""fall"": 4, ""below"": 10, ""deteriorating"": 2, ""less"": 4, ""downturn"": 2, ""decrease"": 2, ""weak"": 2, ""under"": 4, ""weakening"": 2, ""risk"": 8, ""uncertainty"": 2}"
2006-08-03,2006-08-03: Statement of the Monetary Policy Committee,8.0,hold,True,1.0435,140,44,3652,"{""increases"": 14, ""grow"": 2, ""strong"": 10, ""high"": 10, ""increased"": 26, ""highest"": 2, ""increase"": 12, ""increasing"": 2, ""most"": 4, ""more"": 4, ""above"": 4, ""expanding"": 2, ""higher"": 14, ""grew"": 4, ""growth"": 18, ""rising"": 4, ""up"": 2, ""achieved"": 2, ""positive"": 2, ""risen"": 2}","{""uncertainty"": 2, ""low"": 4, ""declines"": 2, ""declined"": 10, ""lower"": 2, ""deteriorated"": 2, ""decline"": 4, ""risks"": 4, ""risk"": 6, ""threat"": 2, ""under"": 2, ""decreased"": 2, ""threats"": 2}"
2006-10-12,2006-10-12: Statement of the Monetary Policy Committee,8.5,hike,True,0.8148,152,64,4048,"{""grow"": 2, ""growth"": 22, ""strong"": 8, ""more"": 4, ""positive"": 10, ""higher"": 14, ""increased"": 38, ""increasing"": 2, ""high"": 8, ""increase"": 10, ""up"": 2, ""highest"": 4, ""increases"": 2, ""most"": 2, ""record"": 2, ""grew"": 4, ""largest"": 2, ""rose"": 2, ""improvements"": 2, ""improve"": 2, ""rising"": 2, ""above"": 6, ""achieving"": 2}","{""risks"": 6, ""declining"": 2, ""declined"": 8, ""under"": 2, ""decline"": 12, ""risk"": 12, ""low"": 4, ""challenge"": 2, ""lower"": 6, ""threat"": 6, ""fallen"": 2, ""below"": 2}"
2006-12-07,2006-12-07: Statement of the Monetary Policy Committee,9.0,hike,True,0.9425,128,46,3964,"{""strong"": 10, ""growing"": 2, ""good"": 2, ""growth"": 18, ""higher"": 6, ""increased"": 24, ""increase"": 14, ""up"": 4, ""highest"": 2, ""increases"": 4, ""most"": 4, ""improvement"": 6, ""above"": 2, ""more"": 6, ""positive"": 6, ""rose"": 4, ""high"": 4, ""risen"": 2, ""exceeded"": 2, ""grew"": 2, ""increasing"": 2, ""achieving"": 2}","{""weakness"": 2, ""weakening"": 2, ""declined"": 10, ""lower"": 4, ""declines"": 2, ""risks"": 2, ""decline"": 12, ""low"": 2, ""threat"": 2, ""risk"": 6, ""uncertainty"": 2}"
2007-02-15,2007-02-15: Statement of the Monetary Policy Committee,9.0,hold,True,0.9787,140,48,4020,"{""improved"": 10, ""growth"": 28, ""grow"": 2, ""up"": 4, ""more"": 4, ""increased"": 28, ""higher"": 6, ""increase"": 16, ""most"": 6, ""improvement"": 6, ""positive"": 8, ""exceeded"": 2, ""increases"": 4, ""high"": 2, ""above"": 2, ""rising"": 2, ""strong"": 2, ""growing"": 4, ""strength"": 2, ""grew"": 2}","{""below"": 6, ""lower"": 2, ""risks"": 8, ""challenge"": 2, ""decrease"": 2, ""fell"": 2, ""declined"": 8, ""under"": 4, ""risk"": 4, ""low"": 2, ""difficult"": 2, ""decline"": 2, ""declining"": 4}"
2007-04-12,2007-04-12: Statement of the Monetary Policy Committee,9.0,hold,True,0.819,148,62,3874,"{""most"": 8, ""increases"": 12, ""strong"": 10, ""growing"": 2, ""growth"": 30, ""encouraging"": 2, ""positive"": 8, ""increased"": 32, ""increase"": 14, ""largest"": 2, ""high"": 8, ""higher"": 2, ""more"": 4, ""highest"": 2, ""grown"": 4, ""increasing"": 2, ""above"": 2, ""good"": 2, ""up"": 2}","{""deteriorated"": 2, ""less"": 2, ""declined"": 16, ""lower"": 2, ""decline"": 10, ""below"": 6, ""risks"": 6, ""declining"": 4, ""risk"": 10, ""downturn"": 2, ""under"": 2}"
2007-06-07,2007-06-07: Statement of the Monetary Policy Committee,9.5,hike,True,1.4016,216,38,4238,"{""increase"": 14, ""higher"": 20, ""most"": 18, ""increased"": 34, ""strong"": 16, ""increases"": 28, ""more"": 4, ""high"": 6, ""increasing"": 4, ""certain"": 2, ""highest"": 2, ""above"": 4, ""exceed"": 2, ""growth"": 34, ""strength"": 4, ""strongest"": 2, ""improved"": 2, ""positive"": 8, ""grew"": 2, ""growing"": 2, ""progress"": 2, ""risen"": 2, ""achieved"": 2, ""rising"": 2}","{""lower"": 4, ""declines"": 2, ""decline"": 8, ""risks"": 4, ""risk"": 6, ""declining"": 6, ""challenges"": 2, ""declined"": 6}"
2007-08-16,2007-08-16: Statement of the Monetary Policy Committee,10.0,hike,True,0.6916,144,70,3942,"{""increased"": 24, ""increase"": 14, ""exceeded"": 2, ""rising"": 2, ""increasing"": 4, ""more"": 8, ""higher"": 10, ""high"": 8, ""increases"": 6, ""most"": 6, ""above"": 4, ""rose"": 2, ""growth"": 36, ""record"": 2, ""growing"": 2, ""strengthening"": 2, ""positive"": 4, ""grow"": 2, ""grew"": 4, ""greater"": 2}","{""declining"": 10, ""declines"": 4, ""declined"": 16, ""risks"": 6, ""uncertainty"": 2, ""threat"": 2, ""below"": 4, ""decline"": 4, ""decrease"": 2, ""weakness"": 2, ""low"": 2, ""risk"": 2, ""down"": 2, ""disappoint"": 2, ""under"": 4, ""negative"": 2, ""uncertain"": 2, ""less"": 2}"
2007-10-11,2007-10-11: Statement of the Monetary Policy Committee,10.5,hike,True,0.6667,108,54,3680,"{""above"": 6, ""risen"": 2, ""higher"": 14, ""increased"": 26, ""increases"": 4, ""increase"": 6, ""most"": 2, ""growth"": 24, ""more"": 4, ""strong"": 6, ""increasing"": 2, ""high"": 6, ""growing"": 2, ""grew"": 2, ""improved"": 2}","{""risks"": 12, ""challenge"": 2, ""decline"": 6, ""declines"": 2, ""declined"": 14, ""declining"": 4, ""below"": 2, ""risk"": 2, ""lower"": 2, ""lowest"": 4, ""under"": 4}"
2007-12-06,2007-12-06: Statement of the Monetary Policy Committee,11.0,hike,True,0.56,96,54,3190,"{""higher"": 14, ""high"": 6, ""most"": 4, ""increase"": 8, ""increased"": 18, ""increases"": 4, ""above"": 2, ""more"": 4, ""growth"": 24, ""grew"": 2, ""strong"": 4, ""strength"": 2, ""expanding"": 2, ""exceeded"": 2}","{""deteriorated"": 2, ""declined"": 14, ""low"": 2, ""negative"": 4, ""decline"": 2, ""below"": 4, ""decreased"": 2, ""risks"": 6, ""risk"": 8, ""fallen"": 2, ""lower"": 4, ""uncertain"": 2, ""downturn"": 2}"
2008-01-31,2008-01-31: Statement of the Monetary Policy Committee,11.0,hold,True,0.0526,78,74,2774,"{""growth"": 26, ""increased"": 10, ""most"": 6, ""higher"": 10, ""more"": 4, ""increase"": 8, ""increases"": 8, ""strong"": 4, ""high"": 2}","{""uncertain"": 2, ""fall"": 4, ""risks"": 12, ""declined"": 14, ""declines"": 2, ""decline"": 6, ""below"": 6, ""risk"": 8, ""under"": 4, ""lower"": 2, ""threat"": 2, ""down"": 4, ""decreased"": 4, ""negative"": 2, ""fallen"": 2}"
2008-04-10,2008-04-10: Statement of the Monetary Policy Committee,11.5,hike,True,0.4615,96,60,3422,"{""high"": 6, ""growing"": 2, ""strong"": 4, ""increases"": 6, ""increased"": 22, ""most"": 6, ""higher"": 10, ""increase"": 6, ""improved"": 4, ""growth"": 22, ""grew"": 2, ""leading"": 2, ""more"": 4}","{""less"": 2, ""below"": 4, ""challenges"": 2, ""deteriorated"": 2, ""declined"": 18, ""risk"": 8, ""negative"": 2, ""decrease"": 2, ""lowest"": 4, ""declining"": 4, ""decline"": 2, ""uncertain"": 2, ""weakness"": 2, ""down"": 4, ""deteriorating"": 2}"
2008-06-12,2008-06-12: Statement of the Monetary Policy Committee,12.0,hike,True,0.4762,130,80,3622,"{""increases"": 16, ""increasing"": 6, ""more"": 6, ""increased"": 18, ""increase"": 8, ""stronger"": 2, ""most"": 4, ""higher"": 10, ""above"": 4, ""up"": 2, ""positive"": 2, ""high"": 6, ""record"": 2, ""growth"": 34, ""strong"": 6, ""grew"": 2, ""improvement"": 2}","{""risk"": 6, ""deteriorated"": 4, ""uncertainty"": 6, ""declined"": 26, ""deteriorating"": 2, ""risks"": 4, ""decline"": 6, ""negative"": 2, ""less"": 4, ""lower"": 2, ""declines"": 2, ""down"": 2, ""declining"": 4, ""low"": 2, ""uncertain"": 2, ""worst"": 2, ""challenge"": 2, ""threat"": 2}"
2008-08-14,2008-08-14: Statement of the Monetary Policy Committee,12.0,hold,True,0.297,116,86,3390,"{""increases"": 20, ""growth"": 32, ""higher"": 4, ""increased"": 12, ""increase"": 2, ""increasing"": 2, ""high"": 12, ""certain"": 4, ""above"": 2, ""improvement"": 4, ""most"": 6, ""largest"": 2, ""grew"": 2, ""achieved"": 2, ""exceed"": 2, ""improved"": 2, ""leading"": 2, ""strong"": 2, ""deliver"": 2}","{""uncertain"": 2, ""less"": 2, ""uncertainty"": 6, ""decline"": 8, ""fall"": 2, ""below"": 4, ""declined"": 28, ""down"": 2, ""risks"": 6, ""risk"": 2, ""lower"": 10, ""low"": 2, ""under"": 2, ""declining"": 4, ""negative"": 4, ""weakness"": 2}"
2008-10-09,2008-10-09: Statement of the Monetary Policy Committee,12.0,hold,True,0.2268,108,86,3572,"{""increased"": 14, ""higher"": 4, ""improved"": 2, ""increases"": 10, ""rising"": 2, ""strong"": 2, ""increase"": 2, ""most"": 10, ""improvement"": 8, ""growth"": 38, ""strengthened"": 2, ""high"": 2, ""grew"": 2, ""record"": 2, ""leading"": 2, ""positive"": 2, ""more"": 2, ""achievement"": 2}","{""declining"": 8, ""declined"": 28, ""risk"": 10, ""uncertain"": 2, ""lower"": 4, ""decline"": 4, ""smaller"": 2, ""down"": 4, ""risks"": 6, ""below"": 4, ""less"": 2, ""negative"": 8, ""under"": 2, ""uncertainty"": 2}"
2008-12-11,2008-12-11: Statement of the Monetary Policy Committee,11.5,cut,True,-0.4286,66,102,3528,"{""growth"": 16, ""improvement"": 4, ""increases"": 6, ""increased"": 12, ""most"": 6, ""greater"": 2, ""improved"": 4, ""above"": 2, ""leading"": 2, ""more"": 4, ""up"": 2, ""grew"": 2, ""high"": 2, ""improvements"": 2}","{""decline"": 18, ""risks"": 6, ""uncertainty"": 6, ""down"": 4, ""declined"": 32, ""deteriorated"": 2, ""lower"": 12, ""risk"": 4, ""uncertain"": 2, ""declines"": 4, ""fall"": 2, ""lowest"": 2, ""negative"": 4, ""falling"": 2, ""declining"": 2}"
2009-02-05,2009-02-05: Statement of the Monetary Policy Committee,10.5,cut,True,-0.2424,58,74,2786,"{""growth"": 22, ""increased"": 10, ""increases"": 4, ""most"": 8, ""increase"": 2, ""stronger"": 2, ""leading"": 2, ""high"": 4, ""strong"": 2, ""larger"": 2}","{""decline"": 6, ""declining"": 8, ""risks"": 6, ""uncertain"": 4, ""declined"": 16, ""below"": 4, ""risk"": 4, ""low"": 2, ""weakening"": 2, ""negative"": 6, ""under"": 6, ""declines"": 6, ""deteriorated"": 4}"
2009-03-24,2009-03-24: Statement of the Monetary Policy Committee,9.5,cut,True,-0.2222,64,80,2682,"{""growing"": 2, ""increased"": 10, ""more"": 8, ""increase"": 4, ""most"": 6, ""exceed"": 2, ""higher"": 4, ""growth"": 12, ""up"": 2, ""improvement"": 2, ""high"": 4, ""strengthened"": 2, ""increases"": 4, ""improved"": 2}","{""weaken"": 2, ""uncertainty"": 4, ""weak"": 4, ""decline"": 14, ""risks"": 4, ""declined"": 8, ""below"": 2, ""risk"": 2, ""weakening"": 2, ""negative"": 6, ""declining"": 6, ""lower"": 6, ""under"": 6, ""low"": 4, ""deteriorated"": 2, ""weakness"": 2, ""lowest"": 2, ""weakened"": 2, ""declines"": 2}"
2009-04-30,2009-04-30: Statement of the Monetary Policy Committee,8.5,cut,True,-0.0241,82,84,2944,"{""positive"": 6, ""growth"": 18, ""increased"": 8, ""increasing"": 2, ""largest"": 4, ""increase"": 8, ""increases"": 6, ""most"": 6, ""higher"": 10, ""up"": 4, ""improved"": 2, ""grow"": 2, ""more"": 4, ""high"": 2}","{""downturn"": 4, ""declining"": 6, ""negative"": 6, ""declined"": 26, ""declines"": 2, ""decline"": 4, ""risks"": 8, ""risk"": 6, ""under"": 2, ""uncertainty"": 2, ""lower"": 4, ""weak"": 8, ""less"": 2, ""low"": 2, ""falling"": 2}"
2009-05-28,2009-05-28: Statement of the Monetary Policy Committee,7.5,cut,True,-0.1463,76,88,2498,"{""increased"": 12, ""most"": 8, ""improvement"": 4, ""increases"": 4, ""increase"": 4, ""higher"": 4, ""above"": 2, ""largest"": 4, ""positive"": 4, ""growth"": 12, ""strong"": 2, ""high"": 2, ""more"": 4, ""leading"": 4, ""record"": 2, ""strength"": 2, ""improved"": 2}","{""downturn"": 6, ""negative"": 10, ""risk"": 8, ""worst"": 2, ""declined"": 24, ""declining"": 6, ""uncertainty"": 2, ""less"": 4, ""weak"": 4, ""under"": 2, ""low"": 2, ""weakness"": 2, ""decline"": 6, ""lower"": 6, ""falling"": 2, ""below"": 2}"
2009-06-25,2009-06-25: Statement of the Monetary Policy Committee,7.5,hold,True,-0.0241,82,84,2842,"{""growth"": 20, ""increase"": 14, ""increased"": 16, ""most"": 6, ""more"": 2, ""higher"": 6, ""increases"": 6, ""high"": 2, ""leading"": 4, ""above"": 4, ""achieving"": 2}","{""downturn"": 6, ""negative"": 6, ""deteriorate"": 2, ""lower"": 8, ""weak"": 2, ""risk"": 10, ""risks"": 2, ""deteriorating"": 2, ""declined"": 24, ""deteriorated"": 2, ""low"": 2, ""decline"": 8, ""uncertain"": 2, ""under"": 4, ""below"": 2, ""declining"": 2}"
2009-08-13,2009-08-13: Statement of the Monetary Policy Committee,7.0,cut,True,-0.1765,62,74,2798,"{""encouraging"": 2, ""high"": 2, ""increase"": 6, ""increasing"": 2, ""increased"": 8, ""most"": 6, ""more"": 2, ""improved"": 2, ""strength"": 2, ""grow"": 2, ""growth"": 12, ""improve"": 2, ""leading"": 2, ""above"": 4, ""stronger"": 2, ""improves"": 2, ""increases"": 4}","{""lower"": 2, ""uncertainty"": 2, ""weak"": 4, ""declined"": 24, ""risk"": 4, ""decline"": 10, ""less"": 2, ""under"": 4, ""down"": 2, ""difficult"": 2, ""declining"": 2, ""low"": 2, ""negative"": 6, ""declines"": 2, ""below"": 2, ""risks"": 4}"
2009-09-22,2009-09-22: Statement of the Monetary Policy Committee,7.0,hold,True,-0.0779,74,80,2796,"{""growth"": 14, ""improve"": 4, ""high"": 4, ""increasing"": 2, ""increased"": 20, ""improvement"": 2, ""more"": 4, ""higher"": 4, ""most"": 4, ""improved"": 2, ""above"": 2, ""increases"": 4, ""increase"": 2, ""leading"": 2, ""positive"": 2, ""improvements"": 2}","{""negative"": 10, ""uncertainty"": 2, ""risks"": 10, ""declined"": 24, ""down"": 4, ""decline"": 8, ""less"": 2, ""declines"": 2, ""risk"": 4, ""lower"": 6, ""declining"": 4, ""weak"": 2, ""below"": 2}"
2009-10-22,2009-10-22: Statement of the Monetary Policy Committee,7.0,hold,True,0.1081,78,70,2994,"{""growth"": 12, ""improve"": 2, ""most"": 4, ""increased"": 18, ""improvement"": 4, ""increases"": 14, ""above"": 4, ""higher"": 2, ""achieved"": 2, ""positive"": 6, ""increase"": 2, ""improved"": 4, ""highest"": 2, ""leading"": 2}","{""threat"": 8, ""below"": 6, ""declined"": 22, ""decline"": 8, ""weak"": 4, ""low"": 2, ""declining"": 2, ""negative"": 4, ""lower"": 6, ""risks"": 6, ""risk"": 2}"
2009-11-17,2009-11-17: Statement of the Monetary Policy Committee,7.0,hold,True,-0.1224,92,104,3496,"{""growth"": 22, ""increases"": 10, ""increased"": 6, ""most"": 6, ""higher"": 12, ""increase"": 4, ""high"": 4, ""rising"": 6, ""positive"": 14, ""leading"": 2, ""more"": 4, ""certain"": 2}","{""below"": 4, ""weak"": 4, ""threat"": 4, ""declined"": 20, ""low"": 8, ""negative"": 8, ""declines"": 4, ""uncertainty"": 4, ""risks"": 12, ""lower"": 8, ""declining"": 4, ""risk"": 8, ""lowest"": 2, ""decline"": 2, ""less"": 6, ""decrease"": 2, ""weakness"": 2, ""downturn"": 2}"
2010-01-26,2010-01-26: Statement of the Monetary Policy Committee,7.0,hold,True,0.297,116,86,3894,"{""growth"": 22, ""improved"": 4, ""increases"": 20, ""increased"": 12, ""increase"": 4, ""above"": 2, ""most"": 2, ""improvement"": 2, ""highest"": 2, ""more"": 8, ""higher"": 8, ""rising"": 2, ""positive"": 16, ""grew"": 2, ""high"": 2, ""improvements"": 2, ""leading"": 2, ""strength"": 2, ""strong"": 2}","{""under"": 2, ""risks"": 12, ""below"": 4, ""declined"": 18, ""uncertainty"": 4, ""deteriorated"": 2, ""weak"": 10, ""decreased"": 2, ""risk"": 22, ""decline"": 4, ""negative"": 2, ""less"": 2, ""declining"": 2}"
2010-03-25,2010-03-25: Statement of the Monetary Policy Committee,6.5,cut,True,0.5,150,90,4060,"{""improvement"": 8, ""greater"": 6, ""certainty"": 4, ""increases"": 26, ""growing"": 2, ""positive"": 14, ""growth"": 32, ""increased"": 16, ""improved"": 10, ""above"": 2, ""more"": 6, ""improvements"": 2, ""high"": 4, ""rising"": 2, ""grew"": 2, ""strong"": 4, ""most"": 4, ""increase"": 2, ""achievement"": 2, ""achieve"": 2}","{""risks"": 2, ""declined"": 28, ""low"": 12, ""negative"": 12, ""lower"": 4, ""less"": 4, ""risk"": 8, ""decline"": 4, ""weak"": 2, ""difficult"": 2, ""weakness"": 2, ""declines"": 2, ""least"": 2, ""uncertainty"": 2, ""threat"": 2, ""challenge"": 2}"
2010-05-13,2010-05-13: Statement of the Monetary Policy Committee,6.5,hold,True,0.6506,110,56,3692,"{""growth"": 30, ""improved"": 6, ""most"": 10, ""increase"": 8, ""increased"": 8, ""increases"": 8, ""improvement"": 4, ""high"": 2, ""positive"": 12, ""leading"": 2, ""grew"": 2, ""expansion"": 2, ""more"": 8, ""increasing"": 2, ""higher"": 4, ""above"": 2}","{""risks"": 12, ""uncertainty"": 4, ""declined"": 14, ""lower"": 2, ""low"": 2, ""less"": 2, ""risk"": 12, ""weak"": 2, ""decline"": 4, ""below"": 2}"
2010-07-22,2010-07-22: Statement of the Monetary Policy Committee,6.5,hold,True,0.1205,88,78,4176,"{""growth"": 30, ""increases"": 6, ""increasing"": 2, ""increase"": 6, ""achieved"": 2, ""higher"": 4, ""high"": 14, ""achieve"": 2, ""grew"": 4, ""positive"": 10, ""increased"": 6, ""most"": 2}","{""risks"": 10, ""declined"": 16, ""low"": 10, ""declining"": 4, ""uncertain"": 4, ""risk"": 6, ""weakness"": 2, ""below"": 2, ""under"": 4, ""down"": 2, ""difficult"": 4, ""less"": 2, ""negative"": 2, ""decline"": 4, ""worse"": 2, ""lower"": 4}"
2010-09-09,2010-09-09: Statement of the Monetary Policy Committee,6.0,cut,True,0.1695,128,108,4232,"{""growth"": 46, ""increases"": 8, ""increasing"": 4, ""higher"": 10, ""improvement"": 4, ""high"": 14, ""strong"": 6, ""more"": 2, ""grew"": 2, ""leading"": 2, ""increased"": 8, ""highest"": 2, ""positive"": 10, ""most"": 2, ""improving"": 2, ""increase"": 2, ""improved"": 4}","{""lower"": 20, ""weak"": 10, ""negative"": 6, ""below"": 16, ""declined"": 18, ""decline"": 4, ""low"": 12, ""uncertainty"": 2, ""risks"": 8, ""risk"": 8, ""under"": 2, ""uncertain"": 2}"
2010-11-18,2010-11-18: Statement of the Monetary Policy Committee,5.5,cut,True,0.5385,132,76,4692,"{""improved"": 6, ""strength"": 2, ""growth"": 38, ""above"": 6, ""higher"": 12, ""increased"": 12, ""increase"": 14, ""more"": 10, ""exceeded"": 2, ""strong"": 2, ""stronger"": 2, ""leading"": 2, ""increasing"": 4, ""grown"": 2, ""high"": 4, ""positive"": 6, ""most"": 2, ""increases"": 4, ""up"": 2}","{""negative"": 4, ""low"": 4, ""risk"": 6, ""risks"": 16, ""declined"": 6, ""below"": 6, ""lower"": 12, ""decline"": 2, ""fall"": 2, ""uncertainty"": 2, ""less"": 2, ""weak"": 2, ""declining"": 2, ""weakening"": 2, ""challenging"": 2, ""decreased"": 2, ""uncertain"": 2, ""weakness"": 2}"
2011-01-20,2011-01-20: Statement of the Monetary Policy Committee,5.5,hold,True,0.7576,182,82,4724,"{""more"": 10, ""growth"": 50, ""increasing"": 12, ""positive"": 6, ""increased"": 28, ""higher"": 6, ""increase"": 12, ""most"": 4, ""strong"": 16, ""rising"": 4, ""stronger"": 6, ""high"": 8, ""leading"": 2, ""improvement"": 2, ""expansion"": 2, ""improving"": 4, ""grew"": 2, ""increases"": 8}","{""risks"": 14, ""risk"": 10, ""negative"": 6, ""below"": 4, ""declined"": 18, ""uncertain"": 4, ""weak"": 2, ""worsening"": 2, ""declining"": 2, ""low"": 8, ""less"": 2, ""falling"": 2, ""lower"": 6, ""lowest"": 2}"
2011-03-24,2011-03-24: Statement of the Monetary Policy Committee,5.5,hold,True,0.5827,164,90,4496,"{""growth"": 38, ""improved"": 6, ""rising"": 2, ""increased"": 36, ""increasing"": 4, ""increases"": 4, ""more"": 8, ""above"": 8, ""improvement"": 4, ""strong"": 8, ""higher"": 4, ""growing"": 4, ""most"": 2, ""strength"": 2, ""grew"": 4, ""high"": 10, ""leading"": 2, ""positive"": 8, ""achieved"": 2, ""increase"": 4, ""up"": 2, ""largest"": 2}","{""weak"": 8, ""risks"": 16, ""low"": 10, ""declined"": 12, ""declining"": 2, ""less"": 2, ""negative"": 6, ""down"": 4, ""deteriorated"": 2, ""weakness"": 2, ""below"": 4, ""decline"": 14, ""falling"": 2, ""lower"": 2, ""risk"": 2, ""under"": 2}"
